DiscountTreatment,TotalPrice,PreviousSpend,PreviousQuantity,PreviousTransactions,AverageUnitPrice,RecencyDays,IndividualTreatmentEffect,TreatmentResponse
0,14.85,613.08,368,2,3.612,84,-11.167468689003638,Negative
1,27.44,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
1,50.7,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
1,34.5,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
0,60.0,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
1,78.0,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
0,80.0,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
0,168.0,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
1,114.0,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
1,106.4,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
0,120.4,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
0,144.0,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
0,382.8,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
0,384.0,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
1,17.4,11745.69,5443,23,3.4336575875486384,1,-13.21644871239703,Negative
0,44.55,11745.69,5443,23,3.4336575875486384,1,-13.21644871239703,Negative
0,30.6,11745.69,5443,23,3.4336575875486384,1,-13.21644871239703,Negative
0,17.85,11745.69,5443,23,3.4336575875486384,1,-13.21644871239703,Negative
1,10.5,11745.69,5443,23,3.4336575875486384,1,-13.21644871239703,Negative
0,11.7,11745.69,5443,23,3.4336575875486384,1,-13.21644871239703,Negative
1,13.2,11745.69,5443,23,3.4336575875486384,1,-13.21644871239703,Negative
1,7.800000000000001,11745.69,5443,23,3.4336575875486384,1,-13.21644871239703,Negative
1,10.2,11745.69,5443,23,3.4336575875486384,1,-13.21644871239703,Negative
1,20.4,11745.69,5443,23,3.4336575875486384,1,-13.21644871239703,Negative
1,19.8,11745.69,5443,23,3.4336575875486384,1,-13.21644871239703,Negative
1,39.6,11745.69,5443,23,3.4336575875486384,1,-13.21644871239703,Negative
0,29.700000000000003,11745.69,5443,23,3.4336575875486384,1,-13.21644871239703,Negative
0,15.9,11745.69,5443,23,3.4336575875486384,1,-13.21644871239703,Negative
0,54.0,11745.69,5443,23,3.4336575875486384,1,-13.21644871239703,Negative
0,20.4,10705.8,3868,15,3.1239534883720927,15,-15.760838445766916,Negative
0,30.0,10705.8,3868,15,3.1239534883720927,15,-15.760838445766916,Negative
1,8.64,10705.8,3868,15,3.1239534883720927,15,-15.760838445766916,Negative
0,25.5,10705.8,3868,15,3.1239534883720927,15,-15.760838445766916,Negative
0,106.2,10705.8,3868,15,3.1239534883720927,15,-15.760838445766916,Negative
0,204.0,10705.8,3868,15,3.1239534883720927,15,-15.760838445766916,Negative
0,13.5,1928.13,1207,3,2.2248,78,-5.0082890824300765,Negative
0,14.85,1928.13,1207,3,2.2248,78,-5.0082890824300765,Negative
1,19.8,1928.13,1207,3,2.2248,78,-5.0082890824300765,Negative
1,15.0,1928.13,1207,3,2.2248,78,-5.0082890824300765,Negative
0,17.700000000000003,1928.13,1207,3,2.2248,78,-5.0082890824300765,Negative
1,33.0,1928.13,1207,3,2.2248,78,-5.0082890824300765,Negative
0,30.6,1928.13,1207,3,2.2248,78,-5.0082890824300765,Negative
1,60.0,1928.13,1207,3,2.2248,78,-5.0082890824300765,Negative
1,5.04,1928.13,1207,3,2.2248,78,-5.0082890824300765,Negative
0,17.0,1928.13,1207,3,2.2248,78,-5.0082890824300765,Negative
0,15.0,1928.13,1207,3,2.2248,78,-5.0082890824300765,Negative
1,10.08,1928.13,1207,3,2.2248,78,-5.0082890824300765,Negative
1,10.2,1928.13,1207,3,2.2248,78,-5.0082890824300765,Negative
0,30.0,1928.13,1207,3,2.2248,78,-5.0082890824300765,Negative
0,12.6,7304.8,3380,21,2.93516393442623,71,-6.435552280053067,Negative
0,35.400000000000006,7304.8,3380,21,2.93516393442623,71,-6.435552280053067,Negative
0,100.8,7304.8,3380,21,2.93516393442623,71,-6.435552280053067,Negative
0,81.36,7304.8,3380,21,2.93516393442623,71,-6.435552280053067,Negative
1,6.6000000000000005,7304.8,3380,21,2.93516393442623,71,-6.435552280053067,Negative
0,30.6,7304.8,3380,21,2.93516393442623,71,-6.435552280053067,Negative
0,17.700000000000003,7304.8,3380,21,2.93516393442623,71,-6.435552280053067,Negative
0,141.0,141.0,1,1,141.0,374,-647.3694323557015,Negative
1,10.2,3265.45,2178,10,3.8135,4,-12.056487601741175,Negative
1,20.4,3265.45,2178,10,3.8135,4,-12.056487601741175,Negative
0,19.9,3265.45,2178,10,3.8135,4,-12.056487601741175,Negative
1,15.0,3265.45,2178,10,3.8135,4,-12.056487601741175,Negative
0,17.700000000000003,3265.45,2178,10,3.8135,4,-12.056487601741175,Negative
1,18.24,3265.45,2178,10,3.8135,4,-12.056487601741175,Negative
1,17.4,3265.45,2178,10,3.8135,4,-12.056487601741175,Negative
0,15.3,3265.45,2178,10,3.8135,4,-12.056487601741175,Negative
0,14.85,3265.45,2178,10,3.8135,4,-12.056487601741175,Negative
0,12.75,3265.45,2178,10,3.8135,4,-12.056487601741175,Negative
1,15.6,3265.45,2178,10,3.8135,4,-12.056487601741175,Negative
0,19.5,3265.45,2178,10,3.8135,4,-12.056487601741175,Negative
1,30.0,3265.45,2178,10,3.8135,4,-12.056487601741175,Negative
0,81.6,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
1,15.0,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
0,71.4,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
0,35.400000000000006,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
0,29.700000000000003,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
0,59.400000000000006,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
1,30.0,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
0,17.0,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
0,70.80000000000001,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
0,47.400000000000006,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
0,19.5,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
0,39.0,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
1,8.5,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
1,16.5,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
0,25.200000000000003,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
0,107.4,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
1,19.8,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
0,25.5,6226.43,3224,10,3.4132812500000003,2,-13.134507693047976,Negative
0,130.0,130.0,1,1,130.0,374,-595.836217738989,Negative
0,101.76,6798.72,2694,5,3.4688,327,-8.849355175954642,Negative
0,162.72,6798.72,2694,5,3.4688,327,-8.849355175954642,Negative
0,204.0,6798.72,2694,5,3.4688,327,-8.849355175954642,Negative
0,35.400000000000006,230.9,124,2,2.1,262,0.6886867974309867,Positive
1,9.9,230.9,124,2,2.1,262,0.6886867974309867,Positive
0,17.0,230.9,124,2,2.1,262,0.6886867974309867,Positive
0,12.6,230.9,124,2,2.1,262,0.6886867974309867,Positive
1,15.0,230.9,124,2,2.1,262,0.6886867974309867,Positive
1,20.4,230.9,124,2,2.1,262,0.6886867974309867,Positive
0,54.0,1386.12,1494,5,4.181428571428572,50,-12.678985763961974,Negative
1,13.2,1386.12,1494,5,4.181428571428572,50,-12.678985763961974,Negative
0,17.700000000000003,1386.12,1494,5,4.181428571428572,50,-12.678985763961974,Negative
0,27.0,1386.12,1494,5,4.181428571428572,50,-12.678985763961974,Negative
0,17.85,1386.12,1494,5,4.181428571428572,50,-12.678985763961974,Negative
1,13.2,1386.12,1494,5,4.181428571428572,50,-12.678985763961974,Negative
1,120.96,1386.12,1494,5,4.181428571428572,50,-12.678985763961974,Negative
0,14.85,1386.12,1494,5,4.181428571428572,50,-12.678985763961974,Negative
1,19.8,1386.12,1494,5,4.181428571428572,50,-12.678985763961974,Negative
1,60.48,1386.12,1494,5,4.181428571428572,50,-12.678985763961974,Negative
1,30.0,15785.87,7193,26,3.2670625,11,-14.371519544770287,Negative
0,17.85,15785.87,7193,26,3.2670625,11,-14.371519544770287,Negative
1,60.0,15785.87,7193,26,3.2670625,11,-14.371519544770287,Negative
0,17.700000000000003,15785.87,7193,26,3.2670625,11,-14.371519544770287,Negative
1,17.4,15785.87,7193,26,3.2670625,11,-14.371519544770287,Negative
0,25.200000000000003,15785.87,7193,26,3.2670625,11,-14.371519544770287,Negative
0,12.6,15785.87,7193,26,3.2670625,11,-14.371519544770287,Negative
0,15.3,15785.87,7193,26,3.2670625,11,-14.371519544770287,Negative
0,15.9,15785.87,7193,26,3.2670625,11,-14.371519544770287,Negative
0,12.75,148.3,38,1,3.965384615384615,374,-5.553070510368645,Negative
1,13.2,15785.87,7193,26,3.2670625,11,-14.371519544770287,Negative
0,19.9,15785.87,7193,26,3.2670625,11,-14.371519544770287,Negative
1,40.23,15785.87,7193,26,3.2670625,11,-14.371519544770287,Negative
0,11.25,148.3,38,1,3.965384615384615,374,-5.553070510368645,Negative
0,6.300000000000001,148.3,38,1,3.965384615384615,374,-5.553070510368645,Negative
0,12.7,148.3,38,1,3.965384615384615,374,-5.553070510368645,Negative
0,59.400000000000006,18320.17,7913,39,3.7167213114754096,5,-14.533344229982733,Negative
0,59.8,18320.17,7913,39,3.7167213114754096,5,-14.533344229982733,Negative
0,71.4,18320.17,7913,39,3.7167213114754096,5,-14.533344229982733,Negative
0,163.2,18320.17,7913,39,3.7167213114754096,5,-14.533344229982733,Negative
0,59.0,18320.17,7913,39,3.7167213114754096,5,-14.533344229982733,Negative
0,16.8,18320.17,7913,39,3.7167213114754096,5,-14.533344229982733,Negative
0,25.200000000000003,18320.17,7913,39,3.7167213114754096,5,-14.533344229982733,Negative
0,27.0,18320.17,7913,39,3.7167213114754096,5,-14.533344229982733,Negative
0,47.400000000000006,18320.17,7913,39,3.7167213114754096,5,-14.533344229982733,Negative
0,23.6,18320.17,7913,39,3.7167213114754096,5,-14.533344229982733,Negative
0,102.0,18320.17,7913,39,3.7167213114754096,5,-14.533344229982733,Negative
0,39.8,18320.17,7913,39,3.7167213114754096,5,-14.533344229982733,Negative
1,232.0,18320.17,7913,39,3.7167213114754096,5,-14.533344229982733,Negative
0,4.65,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,2.95,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,11.9,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,5.9,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,10.35,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,3.75,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,7.5,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
1,3.3,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,8.5,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
1,3.75,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
1,1.25,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,4.2,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,5.95,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,5.85,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
1,3.4,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
1,2.55,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,14.75,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,15.0,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,5.1,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,7.649999999999999,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
1,5.1,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
1,5.0,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,12.6,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,17.0,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,17.9,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,25.5,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,3.9,3982.66,1874,17,2.896195652173913,7,-6.817931150186155,Negative
0,22.5,2400.05,791,7,4.016371681415929,15,-15.111141787511382,Negative
0,19.5,2400.05,791,7,4.016371681415929,15,-15.111141787511382,Negative
0,59.5,2400.05,791,7,4.016371681415929,15,-15.111141787511382,Negative
0,23.25,2400.05,791,7,4.016371681415929,15,-15.111141787511382,Negative
0,29.700000000000003,2400.05,791,7,4.016371681415929,15,-15.111141787511382,Negative
0,17.700000000000003,2400.05,791,7,4.016371681415929,15,-15.111141787511382,Negative
0,34.0,2400.05,791,7,4.016371681415929,15,-15.111141787511382,Negative
0,14.85,2400.05,791,7,4.016371681415929,15,-15.111141787511382,Negative
0,15.0,2400.05,791,7,4.016371681415929,15,-15.111141787511382,Negative
1,76.32000000000001,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,91.8,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,102.0,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,66.0,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,68.0,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
1,40.0,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,59.5,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,87.6,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,31.6,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
1,82.5,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
1,1.25,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,14.75,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
1,2.5,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,2.1,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
1,4.35,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,6.300000000000001,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,4.2,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
1,2.55,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
1,3.38,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,10.5,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,7.5,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,5.9,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,7.95,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,9.3,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,11.25,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
1,5.07,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
1,1.65,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
0,3.75,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
0,5.9,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
0,2.95,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
1,7.800000000000001,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
1,5.1,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
1,33.0,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
1,1.25,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
1,7.5,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
1,3.4,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
0,1.95,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
0,45.0,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
0,35.400000000000006,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
0,11.9,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
0,2.55,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
1,0.65,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
1,0.85,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
1,6.76,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
1,5.0,1664.92,797,4,2.268653846153846,63,-5.581959518517051,Negative
0,35.400000000000006,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,81.6,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,17.700000000000003,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,15.3,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,15.0,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,17.85,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
1,7.800000000000001,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
1,15.0,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
1,9.9,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,11.7,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,12.6,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,27.0,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
1,20.28,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
1,10.2,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,30.0,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,19.75,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,8.5,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,11.9,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,17.0,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,23.85,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,13.9,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
0,12.7,4145.33,2203,10,3.760275229357798,17,-12.887723681712874,Negative
1,9.0,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
1,15.0,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
0,31.6,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
0,12.6,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
0,13.5,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
1,52.2,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
0,14.85,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
0,15.3,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
1,16.5,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
0,35.7,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
0,39.8,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
1,17.4,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
0,25.200000000000003,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
0,51.0,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
0,137.7,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
0,17.700000000000003,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
0,15.0,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
1,8.5,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
1,20.28,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
1,10.2,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
0,17.85,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
0,35.400000000000006,152121.22,69709,205,5.668200431034483,1,-63.74955722380383,Negative
1,1.26,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,9.95,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,4.65,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,7.5,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,5.1,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,13.8,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,5.49,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,2.1,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,9.9,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,3.75,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,3.95,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,11.7,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,3.9,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,1.25,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,3.75,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,5.0,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,7.56,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,3.3,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,12.6,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,17.9,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,4.25,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,4.95,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,7.649999999999999,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,7.5,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,20.4,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,13.65,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,8.5,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,2.52,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,10.14,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,2.5,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,11.25,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,15.3,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,5.1,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,10.2,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,6.75,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,10.5,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,23.8,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,5.2,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,20.28,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,8.25,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,4.2,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,2.95,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,1.95,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,6.300000000000001,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,2.55,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,3.4,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,8.75,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,9.9,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,13.52,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,5.95,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,1.65,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
0,40.5,5193.92,3318,11,2.5806731813246477,29,-6.2539956343444585,Negative
1,1160.0,50291.38,34902,42,2.13,16,-6.498496302796129,Negative
1,15.0,1367.89,704,2,3.3030555555555554,263,-5.686683518399555,Negative
