CustomerID,TotalSpend,TotalQuantity,PreviousTransactions,AverageTreatmentEffect,AveragePriceReduction,CustomerResponse,RecommendedDiscount,PricingStrategy,CurrentAveragePrice,RecommendedPrice,ExpectedRevenue
12391,2283.53,911,173,8.597174356379956,23.403200360604007,Positive Response,10,Moderate Discount Strategy,4.521896551724137,4.069706896551724,3707.50298275862
12392,2285.18,73,6,17.673386923153277,18.823529411764703,High Response,20,High Discount Strategy,5.035714285714286,4.0285714285714285,294.0857142857143
12393,803.35,495,42,10.147535489795791,11.698379140239604,Positive Response,10,Moderate Discount Strategy,2.777906976744186,2.5001162790697675,1237.5575581395349
12395,2012.64,1615,97,10.762812791144096,23.710575139146567,High Response,20,High Discount Strategy,2.965816326530612,2.3726530612244896,3831.8346938775508
12396,2048.64,591,64,9.800519961076205,13.36870026525199,Positive Response,10,Moderate Discount Strategy,2.2993846153846156,2.069446153846154,1223.0426769230771
12399,931.4300000000001,1020,50,12.601016205734059,18.10841983852364,High Response,20,High Discount Strategy,1.9568627450980391,1.5654901960784313,1596.8
12400,853.65,91,10,9.531488211241477,14.616755793226378,Positive Response,10,Moderate Discount Strategy,2.9136363636363636,2.622272727272727,238.62681818181815
12402,1016.3000000000001,490,58,9.468088493825144,6.692742285962626,Positive Response,10,Moderate Discount Strategy,3.307627118644068,2.9768644067796615,1458.6635593220342
12403,1031.3,164,3,41.342649374468465,2.5210084033613467,High Response,20,High Discount Strategy,7.1325,5.706,935.7840000000001
12404,591.6600000000001,1,0,9.813648452282353,0.0,Positive Response,10,Moderate Discount Strategy,63.24,56.916000000000004,56.916000000000004
12406,2791.46,1598,60,16.99585099062945,19.734582357533178,High Response,20,High Discount Strategy,2.603606557377049,2.082885245901639,3328.4506229508193
12408,2975.06,820,53,10.989593506221407,20.448933782267115,High Response,20,High Discount Strategy,3.211666666666667,2.5693333333333337,2106.8533333333335
12409,12215.22,7592,154,37.02484649628381,20.058651026392962,High Response,20,High Discount Strategy,2.998322580645161,2.398658064516129,18210.61202580645
12410,12346.62,130,13,13.594354378399379,21.365079365079364,High Response,20,High Discount Strategy,5.4192857142857145,4.335428571428571,563.6057142857143
12411,334.15,138,21,9.091006423460405,14.177489177489178,Positive Response,10,Moderate Discount Strategy,3.3954545454545455,3.055909090909091,421.7154545454546
12412,1352.05,1168,65,14.019657923463983,29.490909090909092,High Response,20,High Discount Strategy,2.4328787878787876,1.9463030303030302,2273.2819393939394
12413,1370.05,33,12,8.507347368671956,16.932752781809384,Positive Response,10,Moderate Discount Strategy,9.13076923076923,8.217692307692307,271.1838461538461
12414,260.0,195,9,26.515361274768708,18.615384615384617,High Response,20,High Discount Strategy,30.353999999999996,24.283199999999997,4735.223999999999
12415,19093.84,14073,211,23.394763652610646,28.77662811929397,High Response,20,High Discount Strategy,3.075566037735849,2.460452830188679,34625.95267924528
12416,19543.84,132,10,11.992588407481504,17.21355567509414,High Response,20,High Discount Strategy,1.5345454545454544,1.2276363636363636,162.048
12417,3103.31,1332,176,9.076068985922324,25.651455888744024,Positive Response,10,Moderate Discount Strategy,5.578700564971751,5.0208305084745755,6687.746237288135
12418,3148.31,681,67,9.164632242812637,33.099304237824164,Positive Response,10,Moderate Discount Strategy,3.2358823529411764,2.912294117647059,1983.272294117647
12419,1352.62,231,24,9.304410417500472,15.232000000000001,Positive Response,10,Moderate Discount Strategy,5.0436000000000005,4.53924,1048.56444
12421,503.01,168,19,8.63543972471901,20.272727272727273,Positive Response,10,Moderate Discount Strategy,5.3355,4.80195,806.7275999999999
12422,4348.24,2226,132,18.909811102236517,17.659533449007135,High Response,20,High Discount Strategy,12.206165413533835,9.764932330827069,21736.739368421055
12423,4428.24,454,39,9.961547097917256,22.28787878787879,Positive Response,10,Moderate Discount Strategy,3.14725,2.832525,1285.96635
12424,1558.67,1285,61,15.267530431412377,16.348387096774193,High Response,20,High Discount Strategy,1.9029032258064518,1.5223225806451615,1956.1845161290325
12425,1579.07,651,54,10.222167307782613,30.36007130124777,Positive Response,10,Moderate Discount Strategy,2.2994545454545454,2.069509090909091,1347.2504181818183
12426,964.21,326,46,7.750532310529128,18.589904046725067,Positive Response,10,Moderate Discount Strategy,3.31531914893617,2.9837872340425533,972.7146382978724
12427,762.48,79,9,9.991674775064268,12.352941176470585,Positive Response,10,Moderate Discount Strategy,4.925,4.4325,350.1675
12429,3591.51,1787,75,20.450195506734982,15.269104965804344,High Response,20,High Discount Strategy,2.9568421052631577,2.365473684210526,4227.10147368421
12431,4350.12,1811,169,10.219227925458343,24.12761714855434,Positive Response,10,Moderate Discount Strategy,3.8692941176470588,3.482364705882353,6306.5624823529415
12433,7195.31,6045,285,12.911839168825228,23.00979020979021,High Response,20,High Discount Strategy,2.0148951048951047,1.6119160839160838,9744.032727272726
12434,7205.39,138,19,8.871441185503413,14.595238095238097,Positive Response,10,Moderate Discount Strategy,3.406,3.0654000000000003,423.02520000000004
12435,5994.28,2903,75,64.08629680674791,20.26990553306343,High Response,20,High Discount Strategy,2.9001315789473683,2.320105263157895,6735.265578947369
12437,7713.99,5078,363,10.550324849892373,22.604062604062605,Positive Response,10,Moderate Discount Strategy,3.021648351648352,2.719483516483517,13809.5372967033
12439,7731.99,478,70,7.881433482947642,20.1671043208403,Positive Response,10,Moderate Discount Strategy,3.706478873239437,3.3358309859154933,1594.5272112676057
12440,1142.88,331,31,11.843792457864565,18.985849056603776,High Response,20,High Discount Strategy,5.448125,4.3585,1442.6635
12441,859.2,121,10,10.726973956314511,28.628659476117104,High Response,20,High Discount Strategy,3.700909090909091,2.960727272727273,358.24800000000005
12443,365.31,182,20,8.84358399020277,22.35827664399093,Positive Response,10,Moderate Discount Strategy,5.87047619047619,5.283428571428572,961.5840000000001
12445,485.31,144,19,8.965205784214916,24.338983050847457,Positive Response,10,Moderate Discount Strategy,2.7670000000000003,2.4903000000000004,358.6032000000001
12449,678.6,729,9,50.57485553692474,16.823529411764703,High Response,20,High Discount Strategy,2.693,2.1544000000000003,1570.5576000000003
12450,768.6,314,28,9.892919089173402,17.26227795193312,Positive Response,10,Moderate Discount Strategy,2.396206896551724,2.1565862068965513,677.1680689655171
12451,3614.08,2784,156,11.3329764586575,23.790773981856784,High Response,20,High Discount Strategy,2.273057324840764,1.8184458598726114,5062.55327388535
12454,12743.44,6697,24,254.02744134653935,16.376470588235293,High Response,20,High Discount Strategy,11.5824,9.26592,62053.866239999996
12455,13151.44,1213,136,9.796160418804975,22.080910553012497,Positive Response,10,Moderate Discount Strategy,4.402262773722628,3.962036496350365,4805.950270072993
12457,3413.09,251,21,16.273784554107042,22.449922958397536,High Response,20,High Discount Strategy,6.358181818181818,5.086545454545455,1276.722909090909
12458,812.24,480,45,9.774567303862431,17.733860342555996,Positive Response,10,Moderate Discount Strategy,3.6663043478260873,3.2996739130434785,1583.8434782608697
12459,830.09,258,22,11.472502520421736,12.200263504611328,High Response,20,High Discount Strategy,4.148695652173913,3.3189565217391306,856.2907826086957
12460,454.36,170,17,9.873882136835292,26.15819209039548,Positive Response,10,Moderate Discount Strategy,4.381111111111111,3.943,670.3100000000001
12466,326.65,1,0,9.891896012440542,0.0,Positive Response,10,Moderate Discount Strategy,56.73,51.056999999999995,51.056999999999995
12467,122.6,129,8,8.905237743590895,30.235690235690235,Positive Response,10,Moderate Discount Strategy,1.6177777777777778,1.456,187.82399999999998
12468,2926.2,1835,111,11.920655025933163,23.235930735930737,High Response,20,High Discount Strategy,2.5244642857142856,2.0195714285714286,3705.9135714285712
12469,3045.04,2552,75,52.616461741032154,18.909774436090224,High Response,20,High Discount Strategy,2.999605263157895,2.399684210526316,6123.994105263158
12470,3070.54,95,22,3.876650269623346,17.614269788182835,Positive Response,10,Moderate Discount Strategy,3.928260869565217,3.5354347826086956,335.8663043478261
12471,20082.74,8658,675,10.98533347413127,18.67091488393264,High Response,20,High Discount Strategy,3.474659763313609,2.7797278106508876,24066.883384615383
12472,20129.54,7202,571,9.930961970896426,21.62534435261708,Positive Response,10,Moderate Discount Strategy,2.3936713286713287,2.1543041958041957,15515.298818181818
12474,11308.48,3107,285,9.506059324120617,19.98092816274634,Positive Response,10,Moderate Discount Strategy,3.0755594405594406,2.7680034965034968,8600.186863636365
12475,5048.66,236,24,9.580348782900465,20.495238095238097,Positive Response,10,Moderate Discount Strategy,3.3136,2.98224,703.80864
12476,7177.49,3223,280,10.433063425955961,24.526207853308403,Positive Response,10,Moderate Discount Strategy,4.146192170818505,3.731572953736655,12026.859629893239
12477,7267.49,2466,263,9.89540171403289,20.724191063174118,Positive Response,10,Moderate Discount Strategy,3.955378787878788,3.559840909090909,8778.567681818182
12480,7056.63,1245,87,10.323014834422933,18.801034295046268,Positive Response,10,Moderate Discount Strategy,3.4334090909090906,3.0900681818181814,3847.134886363636
12481,6747.37,3949,173,24.075824215807188,20.020898641588296,High Response,20,High Discount Strategy,4.633333333333334,3.706666666666667,14637.626666666669
12482,23641.0,27042,203,123.43975884475431,24.389978213507625,High Response,20,High Discount Strategy,9.930196078431372,7.944156862745098,214825.88988235293
12483,23691.4,1050,62,15.214172258119701,21.039526921879858,High Response,20,High Discount Strategy,7.412698412698413,5.93015873015873,6226.666666666667
12484,2612.2000000000003,1079,127,6.135931362456533,16.47253787878788,Positive Response,10,Moderate Discount Strategy,2.92390625,2.631515625,2839.405359375
12485,1826.78,414,33,9.711633094946967,22.799188640973632,Positive Response,10,Moderate Discount Strategy,2.4105882352941173,2.1695294117647057,898.1851764705882
12486,917.28,523,48,10.807271321107145,22.704946385333795,High Response,20,High Discount Strategy,4.103673469387755,3.282938775510204,1716.9769795918369
12487,1037.28,174,1,27.595840597267,13.750000000000002,High Response,20,High Discount Strategy,2.0,1.6,278.40000000000003
12490,4351.71,2842,216,11.549768228839019,20.876757650951202,High Response,20,High Discount Strategy,3.048341013824885,2.438672811059908,6930.7081290322585
12492,4405.71,252,21,11.684883608142725,20.661157024793386,High Response,20,High Discount Strategy,3.1818181818181817,2.5454545454545454,641.4545454545455
12494,608.77,281,33,9.15567596613323,21.843891402714934,Positive Response,10,Moderate Discount Strategy,4.4202941176470585,3.978264705882353,1117.8923823529412
12495,626.77,130,16,9.264049649948207,13.865546218487397,Positive Response,10,Moderate Discount Strategy,5.705882352941177,5.135294117647059,667.5882352941177
12496,357.4,30,9,5.039713661325382,12.620689655172413,Positive Response,10,Moderate Discount Strategy,1.927,1.7343000000000002,52.029
12497,5129.8,4449,42,60.98821901785476,17.562790697674416,High Response,20,High Discount Strategy,1.816046511627907,1.4528372093023256,6463.672744186047
12499,5205.400000000001,302,26,11.38500519316184,14.992592592592594,High Response,20,High Discount Strategy,2.3296296296296295,1.8637037037037036,562.8385185185185
12500,1679.39,699,84,9.003037293207461,21.204386839481558,Positive Response,10,Moderate Discount Strategy,4.068352941176471,3.6615176470588238,2559.4008352941178
12503,1697.39,561,1,315.66662133707865,49.30915371329879,High Response,20,High Discount Strategy,115.8,92.64,51971.04
12504,1126.0,368,10,16.16568268646695,25.45454545454545,High Response,20,High Discount Strategy,4.054545454545455,3.243636363636364,1193.658181818182
12505,787.2,324,41,9.414986889133234,18.394024276377213,Positive Response,10,Moderate Discount Strategy,4.436904761904762,3.9932142857142856,1293.8014285714285
12507,955.2,362,27,11.037682236581434,19.458128078817733,High Response,20,High Discount Strategy,3.539285714285714,2.8314285714285714,1024.9771428571428
12510,4182.25,1696,111,25.16596399905877,20.631950384944396,High Response,20,High Discount Strategy,15.979017857142859,12.783214285714287,21680.33142857143
12511,4195.45,1753,189,9.495794455832819,28.02296650717703,Positive Response,10,Moderate Discount Strategy,3.4306842105263162,3.0876157894736846,5412.590478947369
12514,3084.02,400,32,10.93620892401138,2.245989304812834,High Response,20,High Discount Strategy,1.7969696969696969,1.4375757575757575,575.030303030303
12516,1282.56,1077,47,15.190364272112681,24.490740740740737,High Response,20,High Discount Strategy,1.9652083333333332,1.5721666666666667,1693.2235
12519,1336.56,212,21,9.531010547307153,25.882352941176467,Positive Response,10,Moderate Discount Strategy,3.274090909090909,2.946681818181818,624.6965454545455
12523,2554.08,1398,142,9.59337995822396,22.204462204462207,Positive Response,10,Moderate Discount Strategy,4.041118881118881,3.637006993006993,5084.535776223776
12524,6550.39,3479,95,39.76998276767397,16.284722222222225,High Response,20,High Discount Strategy,3.486666666666667,2.7893333333333334,9704.090666666667
12525,6640.39,509,59,9.792794364331861,20.03174603174603,Positive Response,10,Moderate Discount Strategy,3.006,2.7054,1377.0486
12527,973.73,292,13,18.539808169413757,22.28571428571428,High Response,20,High Discount Strategy,2.1571428571428575,1.725714285714286,503.9085714285715
12529,386.8,192,20,8.831900488038718,24.631185807656397,Positive Response,10,Moderate Discount Strategy,3.040952380952381,2.736857142857143,525.4765714285714
12530,2042.98,1800,91,11.5239044447729,24.374176548089594,High Response,20,High Discount Strategy,2.8434782608695657,2.2747826086956526,4094.608695652175
12531,2096.98,1074,109,10.150527920878112,19.261707988980714,Positive Response,10,Moderate Discount Strategy,2.3713636363636366,2.134227272727273,2292.160090909091
12533,1807.98,704,71,10.447185015727158,15.902366863905327,Positive Response,10,Moderate Discount Strategy,3.3030555555555554,2.97275,2092.816
12537,1367.89,449,42,9.614737312704163,20.144346431435448,Positive Response,10,Moderate Discount Strategy,2.9227906976744187,2.630511627906977,1181.0997209302327
12538,732.94,145,12,12.320709399747999,23.469079939668173,High Response,20,High Discount Strategy,4.128461538461538,3.302769230769231,478.9015384615385
12539,5618.400000000001,2468,230,10.609457514450842,21.5563801278087,Positive Response,10,Moderate Discount Strategy,3.305108225108225,2.9745974025974027,7341.3063896103895
12540,8770.25,4334,292,13.746184705898957,20.75085324232082,High Response,20,High Discount Strategy,3.9552901023890787,3.1642320819112633,13713.781843003415
12542,8854.25,522,38,8.23533960906373,14.932126696832578,Positive Response,10,Moderate Discount Strategy,2.465128205128205,2.2186153846153847,1158.117230769231
12543,972.45,688,42,11.802504353449116,18.652766639935844,High Response,20,High Discount Strategy,2.6132558139534883,2.0906046511627907,1438.336
12547,980.25,175,12,9.919503616716268,9.32126696832579,Positive Response,10,Moderate Discount Strategy,3.082307692307692,2.774076923076923,485.4634615384615
12549,1545.08,1366,48,16.458706393739707,17.114707952146375,High Response,20,High Discount Strategy,1.6487755102040815,1.3190204081632653,1801.7818775510204
12553,1575.68,360,46,9.625854578459423,27.36386584926073,Positive Response,10,Moderate Discount Strategy,4.648085106382979,4.183276595744681,1505.9795744680853
12554,916.47,240,25,9.10996472805546,22.40694789081886,Positive Response,10,Moderate Discount Strategy,3.8242307692307693,3.4418076923076923,826.0338461538462
12555,468.5,1,0,10.209838991197808,0.0,Positive Response,10,Moderate Discount Strategy,129.23,116.30699999999999,116.30699999999999
12557,6580.18,2398,24,189.36559969743865,6.787878787878787,High Response,20,High Discount Strategy,2.1692,1.73536,4161.39328
12562,6725.18,548,38,10.36417379964291,12.268244575936885,Positive Response,10,Moderate Discount Strategy,3.5992307692307692,3.239307692307692,1775.1406153846153
12563,1185.18,113,12,9.257843616990552,14.918414918414918,Positive Response,10,Moderate Discount Strategy,3.921538461538461,3.529384615384615,398.82046153846153
12567,4255.03,1781,192,9.838659717084939,20.82901554404145,Positive Response,10,Moderate Discount Strategy,4.186683937823834,3.7680155440414507,6710.835683937824
12568,4308.58,48,4,8.529330233611137,19.68,Positive Response,10,Moderate Discount Strategy,6.234,5.6106,269.3088
12570,70.0,1,0,8.96304564731077,0.0,Positive Response,10,Moderate Discount Strategy,77.52,69.768,69.768
12573,555.62,395,90,4.821572978532912,23.138912369681602,Positive Response,10,Moderate Discount Strategy,2.2493406593406595,2.0244065934065936,799.6406043956044
12575,604.82,315,37,8.575292725862374,20.374269005847953,Positive Response,10,Moderate Discount Strategy,3.5702631578947375,3.213236842105264,1012.1696052631581
12576,811.59,527,53,9.420694445644346,11.94074074074074,Positive Response,10,Moderate Discount Strategy,2.866296296296296,2.5796666666666668,1359.4843333333333
12577,987.9499999999999,722,151,6.489172177396969,14.415789473684208,Positive Response,10,Moderate Discount Strategy,1.8311842105263156,1.648065789473684,1189.9035
12578,1735.94,1184,57,12.195048477222732,21.618773946360154,High Response,20,High Discount Strategy,3.0263793103448275,2.421103448275862,2866.586482758621
12580,1847.94,331,33,10.320516649178767,12.73001508295626,Positive Response,10,Moderate Discount Strategy,2.606176470588235,2.345558823529412,776.3799705882353
12582,1442.64,685,80,9.27444501691526,18.124632569077015,Positive Response,10,Moderate Discount Strategy,3.481728395061728,3.133555555555555,2146.4855555555555
12583,7112.06,3924,218,14.332218271676895,17.02737024127962,High Response,20,High Discount Strategy,3.093972602739726,2.475178082191781,9712.598794520549
12586,7166.06,608,82,10.165949831427163,24.799433026222538,Positive Response,10,Moderate Discount Strategy,5.244819277108434,4.720337349397591,2869.965108433735
12588,1865.73,385,35,9.467728094521641,24.891975308641975,Positive Response,10,Moderate Discount Strategy,6.514444444444444,5.8629999999999995,2257.2549999999997
12589,3994.98,1458,144,10.721858510475336,19.971706454465075,High Response,20,High Discount Strategy,10.707793103448276,8.566234482758622,12489.569875862071
12591,4048.98,425,41,8.687664348949022,21.123321123321126,Positive Response,10,Moderate Discount Strategy,4.775,4.2975,1826.4375000000002
12592,2140.02,1585,62,17.667520766500274,0.0,High Response,20,High Discount Strategy,12.9815873015873,10.38526984126984,16460.652698412698
12594,2145.06,991,80,9.688667877731866,16.261022927689595,Positive Response,10,Moderate Discount Strategy,3.1276543209876544,2.814888888888889,2789.554888888889
12595,1751.89,271,18,8.016710555630144,33.16959064327485,Positive Response,10,Moderate Discount Strategy,3.1905263157894734,2.871473684210526,778.1693684210526
12598,1439.01,942,73,10.639826270330008,17.15806715806716,Positive Response,10,Moderate Discount Strategy,2.743513513513513,2.4691621621621618,2325.9507567567566
12599,1511.01,1233,70,11.991429919384958,9.047224523612261,High Response,20,High Discount Strategy,2.5822535211267605,2.0658028169014084,2547.1348732394367
12600,2386.38,640,67,13.518676499519563,28.964409293129016,High Response,20,High Discount Strategy,6.17,4.936,3159.04
12601,2444.88,45,5,10.049992555952565,36.53333333333334,Positive Response,10,Moderate Discount Strategy,8.158333333333333,7.3425,330.4125
12605,1196.95,929,75,10.81421900148906,23.321234119782215,High Response,20,High Discount Strategy,2.224078947368421,1.7792631578947369,1652.9354736842106
12606,1232.95,1,0,11.127961106815905,0.0,High Response,20,High Discount Strategy,21.0,16.8,16.8
12608,414.84000000000003,323,15,12.716576390619744,21.59090909090909,High Response,20,High Discount Strategy,1.6275,1.302,420.546
12609,2255.01,905,114,9.876326393221953,19.075873827791984,Positive Response,10,Moderate Discount Strategy,4.169130434782609,3.7522173913043484,3395.756739130435
12613,3436.9900000000002,2513,172,10.53362236561894,20.388320735141544,Positive Response,10,Moderate Discount Strategy,2.9778612716763004,2.6800751445086703,6735.028838150289
12615,3472.9900000000002,1941,164,10.24671782780766,21.047397047397048,Positive Response,10,Moderate Discount Strategy,3.0444242424242423,2.739981818181818,5318.304709090909
12616,3449.79,214,21,9.463474200849392,15.85081585081585,Positive Response,10,Moderate Discount Strategy,3.6795454545454547,3.3115909090909095,708.6804545454546
12619,417.8,140,9,8.39173310535627,24.827586206896548,Positive Response,10,Moderate Discount Strategy,2.548,2.2932,321.048
12621,11050.14,6493,302,13.946203665396805,20.042311923500044,High Response,20,High Discount Strategy,3.2315511551155116,2.5852409240924095,16785.969320132015
12623,11086.14,1780,154,11.11746107213201,17.538461538461544,High Response,20,High Discount Strategy,3.0063870967741937,2.405109677419355,4281.095225806453
12625,3442.7400000000002,1697,96,11.348515068074478,22.861605748203687,High Response,20,High Discount Strategy,2.43,1.9440000000000002,3298.9680000000003
12629,2481.06,722,44,19.649214494498054,11.633986928104573,High Response,20,High Discount Strategy,3.997777777777778,3.1982222222222223,2309.1164444444444
12631,2826.07,1371,151,10.193050285301798,19.780701754385966,Positive Response,10,Moderate Discount Strategy,2.844868421052632,2.5603815789473687,3510.2831447368426
12632,2841.07,694,34,14.971400080145074,21.89714285714286,High Response,20,High Discount Strategy,2.2334285714285715,1.7867428571428574,1239.999542857143
12633,3460.18,2076,204,9.771126884399413,15.810790835181079,Positive Response,10,Moderate Discount Strategy,2.9680975609756097,2.6712878048780486,5545.593482926829
12634,3514.18,337,19,14.7264965584942,16.799999999999997,High Response,20,High Discount Strategy,7.777500000000001,6.222000000000001,2096.8140000000003
12635,1187.23,777,77,10.261276013830857,19.86013986013986,Positive Response,10,Moderate Discount Strategy,2.795512820512821,2.515961538461539,1954.9021153846156
12636,1241.23,1,0,10.474278103540508,0.0,Positive Response,10,Moderate Discount Strategy,141.0,126.9,126.9
12637,2246.91,1263,231,5.954466975905641,19.08930150309461,Positive Response,10,Moderate Discount Strategy,2.324956896551724,2.092461206896552,2642.7785043103454
12638,2280.91,86,8,9.364459001561741,14.222222222222221,Positive Response,10,Moderate Discount Strategy,6.888888888888889,6.2,533.2
12639,746.27,430,41,9.647615363412784,25.67195767195767,Positive Response,10,Moderate Discount Strategy,4.237857142857143,3.814071428571429,1640.0507142857143
12643,4909.78,2857,26,76.87218666124907,29.25925925925926,High Response,20,High Discount Strategy,8.987407407407407,7.189925925925926,20541.618370370372
12644,4960.18,707,79,9.860209514260571,26.072033898305087,Positive Response,10,Moderate Discount Strategy,3.629625,3.2666625,2309.5303875
12645,1710.1200000000001,1041,86,10.511357826563161,19.54022988505747,Positive Response,10,Moderate Discount Strategy,2.6298850574712644,2.366896551724138,2463.939310344828
12647,14111.53,5447,428,14.069709130751443,15.141525141525143,High Response,20,High Discount Strategy,4.737132867132867,3.7897062937062937,20642.530181818183
12648,14201.53,358,43,9.696282425857945,25.17719568567026,Positive Response,10,Moderate Discount Strategy,3.943636363636364,3.5492727272727276,1270.6396363636366
12649,1631.54,1373,86,10.686598561466344,25.294322535701845,Positive Response,10,Moderate Discount Strategy,2.720229885057471,2.448206896551724,3361.388068965517
12651,1671.14,187,20,8.557804705493233,14.476190476190476,Positive Response,10,Moderate Discount Strategy,1.9523809523809523,1.7571428571428571,328.5857142857143
12652,263.75,31,2,11.698357857448729,19.191919191919194,High Response,20,High Discount Strategy,5.0,4.0,124.0
12653,1903.78,762,42,16.861965733688244,23.333333333333336,High Response,20,High Discount Strategy,2.9111627906976745,2.3289302325581396,1774.6448372093023
12655,1950.98,80,15,8.868478452604863,18.914473684210524,Positive Response,10,Moderate Discount Strategy,5.490625,4.9415625,395.325
12656,2284.66,1137,120,9.389624441943603,25.872630043753038,Positive Response,10,Moderate Discount Strategy,3.303884297520661,2.973495867768595,3380.8648016528923
12661,2356.66,216,10,17.614483141387662,0.0,High Response,20,High Discount Strategy,0.8772727272727273,0.7018181818181819,151.5927272727273
12662,3120.2400000000002,1523,175,9.593286760331825,18.266317016317018,Positive Response,10,Moderate Discount Strategy,3.559090909090909,3.203181818181818,4878.445909090909
12663,3138.2400000000002,181,9,10.563185775013835,24.800000000000004,Positive Response,10,Moderate Discount Strategy,5.84,5.256,951.336
12664,1108.16,292,7,47.125301138141765,2.399999999999999,High Response,20,High Discount Strategy,12.7225,10.178,2971.976
12665,1188.16,128,13,10.120126645745414,23.886328725038403,Positive Response,10,Moderate Discount Strategy,4.510714285714285,4.059642857142856,519.6342857142856
