CustomerID,PreviousSpend,PreviousQuantity,PreviousTransactions,AverageUnitPrice,RecencyDays,IndividualTreatmentEffect,CustomerResponse,RecommendedDiscount,PricingStrategy,CurrentAveragePrice,RecommendedPrice,EstimatedPriceReduction
15061,83284.38,51791,86,2.2349657534246576,3,-12.813344598117322,No Response,0.0,Regular Price,2.2349657534246576,2.2349657534246576,0.0
14341,2285.04,1416,10,2.5005109489051094,56,-4.407425150833426,No Response,0.0,Regular Price,2.5005109489051094,2.5005109489051094,0.0
17804,383.78,194,3,2.7221978021978024,12,-8.443608225372593,No Response,0.0,Regular Price,2.7221978021978024,2.7221978021978024,0.0
14156,196549.74,108105,102,7.059285714285714,7,-108.51508283186038,No Response,0.0,Regular Price,7.059285714285714,7.059285714285714,0.0
13599,5013.96,3200,14,2.237423312883436,2,-4.139665702661155,No Response,0.0,Regular Price,2.237423312883436,2.237423312883436,0.0
17063,2177.39,1129,6,2.447322834645669,43,-6.388263430085905,No Response,0.0,Regular Price,2.447322834645669,2.447322834645669,0.0
15719,5165.9,2638,18,2.6695470798569727,17,-5.60533991890717,No Response,0.0,Regular Price,2.6695470798569727,2.6695470798569727,0.0
12490,4405.71,2842,11,3.048341013824885,14,-8.444688959443493,No Response,0.0,Regular Price,3.048341013824885,3.048341013824885,0.0
15793,1433.96,1132,5,2.2150000000000003,14,-5.185965047040957,No Response,0.0,Regular Price,2.2150000000000003,2.2150000000000003,0.0
17056,128.60000000000002,26,1,4.125,374,-6.291075310772834,No Response,0.0,Regular Price,4.125,4.125,0.0
13526,1182.0,1911,2,1.0329545454545457,374,10.47637633243165,High Response,0.15,High Discount,1.0329545454545457,0.8780113636363638,0.1549431818181819
14654,246.86,273,1,1.3277777777777775,374,7.091778964578929,High Response,0.15,High Discount,1.3277777777777775,1.1286111111111108,0.19916666666666671
17998,639.24,561,3,3.822241379310345,16,-13.204045857342887,No Response,0.0,Regular Price,3.822241379310345,3.822241379310345,0.0
17742,1743.37,564,9,7.501571428571428,64,-28.752890786869344,No Response,0.0,Regular Price,7.501571428571428,7.501571428571428,0.0
15326,1388.81,965,4,2.9225,245,-3.1412288126423755,No Response,0.0,Regular Price,2.9225,2.9225,0.0
14478,1276.66,1226,4,2.210147058823529,18,-4.993493175731299,No Response,0.0,Regular Price,2.210147058823529,2.210147058823529,0.0
15967,2568.32,978,10,3.14275,15,-9.80077203273845,No Response,0.0,Regular Price,3.14275,3.14275,0.0
17611,4376.41,2791,13,2.7955229357798164,57,-5.439378235216316,No Response,0.0,Regular Price,2.7955229357798164,2.7955229357798164,0.0
15051,2543.55,2042,6,2.603061224489796,15,-6.678947802502592,No Response,0.0,Regular Price,2.603061224489796,2.603061224489796,0.0
13097,7320.88,2985,18,4.298833619210978,24,-15.970211033033069,No Response,0.0,Regular Price,4.298833619210978,4.298833619210978,0.0
13590,4354.12,3423,12,2.4600313479623823,11,-4.173555034752663,No Response,0.0,Regular Price,2.4600313479623823,2.4600313479623823,0.0
15984,5735.09,3971,21,2.547360178970917,4,-2.591803683195165,No Response,0.0,Regular Price,2.547360178970917,2.547360178970917,0.0
16887,465.84,267,2,2.765230769230769,36,-8.396726606391995,No Response,0.0,Regular Price,2.765230769230769,2.765230769230769,0.0
12921,19333.95,12182,39,2.249619164619165,2,-1.1331615563978588,No Response,0.0,Regular Price,2.249619164619165,2.249619164619165,0.0
14543,10988.14,1964,23,7.40177304964539,16,-36.90997505901797,No Response,0.0,Regular Price,7.40177304964539,7.40177304964539,0.0
15945,646.27,345,4,3.757857142857144,1,-13.344047591107504,No Response,0.0,Regular Price,3.757857142857144,3.757857142857144,0.0
18037,97.4,17,9,6.082142857142856,57,-20.60755268707917,No Response,0.0,Regular Price,6.082142857142856,6.082142857142856,0.0
15662,283.73,145,2,3.783333333333333,297,-6.334881281182226,No Response,0.0,Regular Price,3.783333333333333,3.783333333333333,0.0
15380,1788.8,656,7,2.7505882352941176,1,-8.79001095324227,No Response,0.0,Regular Price,2.7505882352941176,2.7505882352941176,0.0
13110,1468.8000000000002,375,5,4.916728971962617,73,-17.83890120272085,No Response,0.0,Regular Price,4.916728971962617,4.916728971962617,0.0
12836,3949.37,1169,11,4.7457805907173,25,-18.600007269818484,No Response,0.0,Regular Price,4.7457805907173,4.7457805907173,0.0
15005,7681.71,4554,29,2.5560552570990023,2,-1.765297685188724,No Response,0.0,Regular Price,2.5560552570990023,2.5560552570990023,0.0
16620,1579.97,1058,4,2.211411764705882,25,-5.649849444818474,No Response,0.0,Regular Price,2.211411764705882,2.211411764705882,0.0
12758,7111.650000000001,4020,5,2.5043981481481485,95,-8.28932352728699,No Response,0.0,Regular Price,2.5043981481481485,2.5043981481481485,0.0
17961,1697.85,976,62,2.654658536585366,8,13.440549358111015,High Response,0.15,High Discount,2.654658536585366,2.256459756097561,0.3981987804878049
15601,8183.56,6078,17,2.30948051948052,8,-2.873445697834205,No Response,0.0,Regular Price,2.30948051948052,2.30948051948052,0.0
13585,684.54,1386,3,1.5061538461538462,166,3.0574571153539982,High Response,0.15,High Discount,1.5061538461538462,1.2802307692307693,0.2259230769230769
13442,419.87,115,3,7.01,303,-21.196892064577163,No Response,0.0,Regular Price,7.01,7.01,0.0
13381,4585.06,3096,6,2.888532608695652,15,-9.368878209225947,No Response,0.0,Regular Price,2.888532608695652,2.888532608695652,0.0
16763,352.85,173,1,3.092857142857143,374,-1.5453172973450742,No Response,0.0,Regular Price,3.092857142857143,3.092857142857143,0.0
17243,11920.43,4704,44,4.256542324246772,5,-10.741858079445114,No Response,0.0,Regular Price,4.256542324246772,4.256542324246772,0.0
14865,77.52000000000001,192,3,0.44,8,2.6470309128008624,High Response,0.15,High Discount,0.44,0.374,0.066
17345,1066.94,1667,6,1.839920634920635,11,-1.4772858192104763,No Response,0.0,Regular Price,1.839920634920635,1.839920634920635,0.0
13819,1502.0,1200,3,2.1486153846153844,305,1.9272729890487224,High Response,0.15,High Discount,2.1486153846153844,1.8263230769230767,0.32229230769230766
15808,14482.03,5775,18,3.298465189873418,5,-18.28676999247236,No Response,0.0,Regular Price,3.298465189873418,3.298465189873418,0.0
17191,2726.77,1362,11,3.037177177177177,4,-8.730478213421605,No Response,0.0,Regular Price,3.037177177177177,3.037177177177177,0.0
13748,1320.1,669,5,2.402258064516129,9,-6.902578261354089,No Response,0.0,Regular Price,2.402258064516129,2.402258064516129,0.0
15265,1839.52,958,2,2.898018018018018,240,-4.677998246655111,No Response,0.0,Regular Price,2.898018018018018,2.898018018018018,0.0
15750,4330.461,2806,12,2.915901685393258,2,-7.701343633097612,No Response,0.0,Regular Price,2.915901685393258,2.915901685393258,0.0
17428,14562.91,8030,18,3.2404738154613466,4,-13.79353570737617,No Response,0.0,Regular Price,3.2404738154613466,3.2404738154613466,0.0
15485,3186.01,1263,5,4.430405405405406,9,-18.35514776666341,No Response,0.0,Regular Price,4.430405405405406,4.430405405405406,0.0
17246,38.92,36,2,3.735,182,-8.892555811235203,No Response,0.0,Regular Price,3.735,3.735,0.0
14061,917.43,133,3,8.654736842105264,143,-33.83966736079346,No Response,0.0,Regular Price,8.654736842105264,8.654736842105264,0.0
14108,447.05,279,2,2.288888888888889,367,2.466124112287045,High Response,0.15,High Discount,2.288888888888889,1.9455555555555557,0.3433333333333335
13648,1764.02,960,8,2.903962264150944,36,-7.59057220354693,No Response,0.0,Regular Price,2.903962264150944,2.903962264150944,0.0
16563,3334.82,2098,5,2.368,36,-6.62208961562649,No Response,0.0,Regular Price,2.368,2.368,0.0
16701,4518.43,4653,13,2.040229007633588,59,1.5315722877780846,High Response,0.15,High Discount,2.040229007633588,1.7341946564885498,0.3060343511450383
12842,799.0,340,2,2.4714285714285715,40,-7.330353669036834,No Response,0.0,Regular Price,2.4714285714285715,2.4714285714285715,0.0
14302,742.9000000000001,298,3,2.907142857142857,66,-8.306612970359142,No Response,0.0,Regular Price,2.907142857142857,2.907142857142857,0.0
14135,4953.61,5505,11,1.760655737704918,3,1.563076834236167,High Response,0.15,High Discount,1.760655737704918,1.4965573770491802,0.26409836065573766
14831,1676.57,885,3,3.1787804878048784,316,-3.5151297731035127,No Response,0.0,Regular Price,3.1787804878048784,3.1787804878048784,0.0
15602,1932.64,1212,8,2.6351219512195123,4,-6.951989982264049,No Response,0.0,Regular Price,2.6351219512195123,2.6351219512195123,0.0
13777,30501.26,13845,37,2.2416494845360826,2,-17.22707166768204,No Response,0.0,Regular Price,2.2416494845360826,2.2416494845360826,0.0
14000,1410.68,1128,4,2.096176470588236,50,-4.044251513144886,No Response,0.0,Regular Price,2.096176470588236,2.096176470588236,0.0
16823,1884.71,1030,6,2.650148148148148,23,-7.56116631068981,No Response,0.0,Regular Price,2.650148148148148,2.650148148148148,0.0
16163,1992.98,576,5,5.217910447761194,1,-21.59788396984837,No Response,0.0,Regular Price,5.217910447761194,5.217910447761194,0.0
17193,610.74,414,2,3.356666666666667,22,-11.485054016771892,No Response,0.0,Regular Price,3.356666666666667,3.356666666666667,0.0
15759,577.8900000000001,463,4,4.407,147,-12.257449415666608,No Response,0.0,Regular Price,4.407,4.407,0.0
16131,6450.88,2966,6,2.9397163120567376,11,-13.073498386578327,No Response,0.0,Regular Price,2.9397163120567376,2.9397163120567376,0.0
14560,3876.26,3320,22,4.023253968253968,15,-7.008114316095048,No Response,0.0,Regular Price,4.023253968253968,4.023253968253968,0.0
17087,221.53,113,1,3.203333333333333,373,-1.9864216954286575,No Response,0.0,Regular Price,3.203333333333333,3.203333333333333,0.0
14894,837.0600000000001,338,2,3.037391304347826,79,-9.03751824382009,No Response,0.0,Regular Price,3.037391304347826,3.037391304347826,0.0
16202,2136.72,1116,8,4.129811320754717,53,-13.20868562270828,No Response,0.0,Regular Price,4.129811320754717,4.129811320754717,0.0
16700,4091.16,2858,13,2.286787330316742,2,-3.876676880326253,No Response,0.0,Regular Price,2.286787330316742,2.286787330316742,0.0
17511,84541.17,55107,31,2.5022468354430383,3,-30.54124835475188,No Response,0.0,Regular Price,2.5022468354430383,2.5022468354430383,0.0
14299,10533.87,6079,19,2.87994923857868,1,-8.883002063843964,No Response,0.0,Regular Price,2.87994923857868,2.87994923857868,0.0
17949,60117.6,30112,74,105.99011494252876,7,-506.689374672029,No Response,0.0,Regular Price,105.99011494252876,105.99011494252876,0.0
14799,180.45,349,1,3.415,373,-2.4506127884560107,No Response,0.0,Regular Price,3.415,3.415,0.0
16550,7069.27,4122,14,2.700253623188406,4,-7.887888964460242,No Response,0.0,Regular Price,2.700253623188406,2.700253623188406,0.0
12980,8870.880000000001,1024,12,14.5846875,22,-72.85784295135822,No Response,0.0,Regular Price,14.5846875,14.5846875,0.0
14425,661.39,325,3,3.286666666666666,70,-9.792059099238122,No Response,0.0,Regular Price,3.286666666666666,3.286666666666666,0.0
15353,2336.0,1181,6,2.9466881028938907,3,-9.926627418106593,No Response,0.0,Regular Price,2.9466881028938907,2.9466881028938907,0.0
17818,124.78,86,1,1.93,373,4.085539814435493,High Response,0.15,High Discount,1.93,1.6404999999999998,0.2895000000000001
13654,3600.67,2580,5,2.0530674846625767,16,-5.171702297740488,No Response,0.0,Regular Price,2.0530674846625767,2.0530674846625767,0.0
17189,569.88,375,3,2.312,196,-1.7127692594881525,No Response,0.0,Regular Price,2.312,2.312,0.0
13269,3545.47,3050,14,2.4434972677595628,5,-2.8718744357556947,No Response,0.0,Regular Price,2.4434972677595628,2.4434972677595628,0.0
14653,1666.41,1024,5,4.126554054054054,149,-11.236919143942067,No Response,0.0,Regular Price,4.126554054054054,4.126554054054054,0.0
17019,2703.03,1799,8,1.997413793103448,4,-4.108269379756362,No Response,0.0,Regular Price,1.997413793103448,1.997413793103448,0.0
15542,855.71,418,3,2.700044247787611,148,-5.166557760139,No Response,0.0,Regular Price,2.700044247787611,2.700044247787611,0.0
13564,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,No Response,0.0,Regular Price,3.044857635893011,3.044857635893011,0.0
16467,2869.16,7384,7,1.2175,144,13.370434262209407,High Response,0.15,High Discount,1.2175,1.034875,0.18262500000000004
15833,80.4,24,1,3.87,373,-5.046361464093828,No Response,0.0,Regular Price,3.87,3.87,0.0
14527,19257.08,4667,69,5.095820289855073,1,-17.604830580448976,No Response,0.0,Regular Price,5.095820289855073,5.095820289855073,0.0
17476,489.86,224,2,5.893225806451613,31,-23.29881736505677,No Response,0.0,Regular Price,5.893225806451613,5.893225806451613,0.0
15287,369.34,577,3,1.84625,15,-3.495281080959189,No Response,0.0,Regular Price,1.84625,1.84625,0.0
14440,4281.05,1167,9,4.313604651162791,1,-18.51180458393993,No Response,0.0,Regular Price,4.313604651162791,4.313604651162791,0.0
15680,3173.9,2122,8,3.080851063829788,2,-9.390820109255548,No Response,0.0,Regular Price,3.080851063829788,3.080851063829788,0.0
15581,4076.97,2849,26,2.471431127012522,2,0.1873825801828097,High Response,0.15,High Discount,2.471431127012522,2.100716457960644,0.37071466905187833
13740,1232.02,562,4,3.93169014084507,51,-13.416651710070989,No Response,0.0,Regular Price,3.93169014084507,3.93169014084507,0.0
17768,1210.83,1217,4,2.240595238095238,23,-4.914330435864925,No Response,0.0,Regular Price,2.240595238095238,2.240595238095238,0.0
12948,252.48,224,2,1.6422222222222222,366,5.685946729092618,High Response,0.15,High Discount,1.6422222222222222,1.395888888888889,0.2463333333333333
14667,12418.01,7386,31,3.269238709677419,1,-6.76130007067106,No Response,0.0,Regular Price,3.269238709677419,3.269238709677419,0.0
17377,14174.25,5486,60,2.9631943410275503,1,-0.9652702988042776,No Response,0.0,Regular Price,2.9631943410275503,2.9631943410275503,0.0
14467,1606.98,911,8,2.223785046728972,25,-4.523818984279631,No Response,0.0,Regular Price,2.223785046728972,2.223785046728972,0.0
13457,148.22,96,2,1.5599999999999998,324,4.907586390637236,High Response,0.15,High Discount,1.5599999999999998,1.3259999999999998,0.23399999999999999
18108,577.8100000000001,177,2,4.6226666666666665,232,-12.377789257223364,No Response,0.0,Regular Price,4.6226666666666665,4.6226666666666665,0.0
16210,17403.21,6704,19,4.137025316455696,4,-24.922691718695884,No Response,0.0,Regular Price,4.137025316455696,4.137025316455696,0.0
14669,1957.54,1273,4,2.617194570135746,269,-1.4384972978618755,No Response,0.0,Regular Price,2.617194570135746,2.617194570135746,0.0
17909,110.05,35,1,5.5375,373,-12.8835725214709,No Response,0.0,Regular Price,5.5375,5.5375,0.0
16086,1743.6,1015,6,3.088163265306122,3,-9.924788904993928,No Response,0.0,Regular Price,3.088163265306122,3.088163265306122,0.0
16711,1217.45,379,4,4.320909090909091,15,-16.50368719652879,No Response,0.0,Regular Price,4.320909090909091,4.320909090909091,0.0
14739,8385.22,6352,19,2.6341326530612243,3,-3.5695867612867715,No Response,0.0,Regular Price,2.6341326530612243,2.6341326530612243,0.0
16233,1429.03,515,7,4.544528301886793,2,-16.840033533673896,No Response,0.0,Regular Price,4.544528301886793,4.544528301886793,0.0
14204,874.22,397,3,2.76232044198895,58,-7.862090828909988,No Response,0.0,Regular Price,2.76232044198895,2.76232044198895,0.0
17606,87.30000000000001,42,1,2.216666666666667,373,2.7199670375586265,High Response,0.15,High Discount,2.216666666666667,1.8841666666666668,0.3325
16797,1802.02,898,5,2.782211055276382,29,-8.521577906362879,No Response,0.0,Regular Price,2.782211055276382,2.782211055276382,0.0
16126,8356.83,4015,11,3.085265151515152,15,-12.895036505506548,No Response,0.0,Regular Price,3.085265151515152,3.085265151515152,0.0
17867,424.18,130,9,4.785161290322581,46,-15.143459284293646,No Response,0.0,Regular Price,4.785161290322581,4.785161290322581,0.0
17412,3159.46,1866,10,5.686,8,-21.15181674597999,No Response,0.0,Regular Price,5.686,5.686,0.0
16525,11535.29,7231,23,3.216815642458101,2,-8.349721447279734,No Response,0.0,Regular Price,3.216815642458101,3.216815642458101,0.0
13623,1805.32,724,5,3.352815533980582,16,-11.87434055320834,No Response,0.0,Regular Price,3.352815533980582,3.352815533980582,0.0
12435,6096.04,2903,4,2.9001315789473683,32,-12.632493260702333,No Response,0.0,Regular Price,2.9001315789473683,2.9001315789473683,0.0
14549,624.36,258,3,2.7359770114942528,56,-7.644387719887969,No Response,0.0,Regular Price,2.7359770114942528,2.7359770114942528,0.0
14106,214.8,24,1,8.95,373,-29.06079570861089,No Response,0.0,Regular Price,8.95,8.95,0.0
14980,150.68,79,1,3.4875000000000003,373,-3.265255336122764,No Response,0.0,Regular Price,3.4875000000000003,3.4875000000000003,0.0
14396,1591.74,773,6,2.8406666666666665,7,-8.879350157810915,No Response,0.0,Regular Price,2.8406666666666665,2.8406666666666665,0.0
14122,362.42,114,3,4.86,42,-17.797774441367842,No Response,0.0,Regular Price,4.86,4.86,0.0
16987,904.6,270,4,3.9227067669172935,12,-14.407170415631931,No Response,0.0,Regular Price,3.9227067669172935,3.9227067669172935,0.0
17809,5925.4800000000005,1296,11,4.533137254901961,7,-21.116176783738503,No Response,0.0,Regular Price,4.533137254901961,4.533137254901961,0.0
15917,407.07,206,4,2.3685384615384617,242,-0.4640297341019286,No Response,0.0,Regular Price,2.3685384615384617,2.3685384615384617,0.0
14987,1387.4499999999998,543,7,3.257692307692308,1,-10.715782831606234,No Response,0.0,Regular Price,3.257692307692308,3.257692307692308,0.0
14080,1070.08,220,4,8.350506329113925,49,-34.55738230383171,No Response,0.0,Regular Price,8.350506329113925,8.350506329113925,0.0
16200,4539.23,2552,10,2.945192743764172,18,-9.022672727264668,No Response,0.0,Regular Price,2.945192743764172,2.945192743764172,0.0
15794,777.0,288,2,3.3766666666666665,372,-3.0307934159687275,No Response,0.0,Regular Price,3.3766666666666665,3.3766666666666665,0.0
15523,16847.18,15501,15,2.4275247524752475,24,0.1091062383724015,High Response,0.15,High Discount,2.4275247524752475,2.06339603960396,0.36412871287128734
15615,10974.23,6582,24,2.507949790794979,26,-4.355864660689797,No Response,0.0,Regular Price,2.507949790794979,2.507949790794979,0.0
18001,509.01,512,4,1.9861333333333333,85,-2.3167787654539893,No Response,0.0,Regular Price,1.9861333333333333,1.9861333333333333,0.0
17841,29562.02,14332,91,3.022502022653722,1,2.0492655059738567,High Response,0.15,High Discount,3.022502022653722,2.5691267192556633,0.45337530339805854
13089,57885.45,29125,109,2.6565304798962384,4,-7.784133215560896,No Response,0.0,Regular Price,2.6565304798962384,2.6565304798962384,0.0
15989,368.31,169,2,3.1375581395348835,11,-10.816199286720614,No Response,0.0,Regular Price,3.1375581395348835,3.1375581395348835,0.0
17660,163.47,138,1,2.416818181818182,373,1.84228137046456,High Response,0.15,High Discount,2.416818181818182,2.054295454545455,0.36252272727272716
13313,1890.0,1457,7,2.3573394495412843,115,-2.606160387409764,No Response,0.0,Regular Price,2.3573394495412843,2.3573394495412843,0.0
12437,7731.99,5078,21,3.021648351648352,31,-5.28900238191588,No Response,0.0,Regular Price,3.021648351648352,3.021648351648352,0.0
14841,3867.24,2386,8,3.1300617283950616,10,-10.056087568962266,No Response,0.0,Regular Price,3.1300617283950616,3.1300617283950616,0.0
14646,248396.5,170278,78,2.4027016356457978,10,-61.273405784777296,No Response,0.0,Regular Price,2.4027016356457978,2.4027016356457978,0.0
15482,3537.6,1512,7,3.412745098039216,22,-12.596944123610331,No Response,0.0,Regular Price,3.412745098039216,3.412745098039216,0.0
16156,3096.14,1932,11,2.371203007518797,18,-4.756493267499652,No Response,0.0,Regular Price,2.371203007518797,2.371203007518797,0.0
17716,10300.98,5747,13,2.852724719101124,32,-10.481347734067976,No Response,0.0,Regular Price,2.852724719101124,2.852724719101124,0.0
12779,2740.91,1617,7,2.577890625,7,-7.544470811626259,No Response,0.0,Regular Price,2.577890625,2.577890625,0.0
13611,2143.53,1234,7,2.8164935064935066,10,-8.333172920261742,No Response,0.0,Regular Price,2.8164935064935066,2.8164935064935066,0.0
15255,2815.17,1725,8,2.9438297872340424,32,-8.145559706892898,No Response,0.0,Regular Price,2.9438297872340424,2.9438297872340424,0.0
14771,594.62,622,2,1.145531914893617,257,5.390868199996327,High Response,0.15,High Discount,1.145531914893617,0.9737021276595744,0.17182978723404252
14838,769.9200000000001,361,2,3.065571428571429,59,-9.531205548827456,No Response,0.0,Regular Price,3.065571428571429,3.065571428571429,0.0
13979,2510.06,1631,6,2.693156342182891,29,-7.481018020872655,No Response,0.0,Regular Price,2.693156342182891,2.693156342182891,0.0
13800,1121.24,560,2,2.771,66,-8.168879627216828,No Response,0.0,Regular Price,2.771,2.771,0.0
14483,120.0,96,1,1.25,372,7.271580499691995,High Response,0.15,High Discount,1.25,1.0625,0.1875
14915,1503.77,595,9,3.7706410256410257,11,-12.194289491696413,No Response,0.0,Regular Price,3.7706410256410257,3.7706410256410257,0.0
13753,1353.31,938,3,1.954,234,0.7373836208794766,High Response,0.15,High Discount,1.954,1.6608999999999998,0.29310000000000014
16301,107.33,41,1,3.3233333333333337,372,-2.523971727822537,No Response,0.0,Regular Price,3.3233333333333337,3.3233333333333337,0.0
13931,4019.85,2763,9,2.466525821596244,28,-5.625133358886142,No Response,0.0,Regular Price,2.466525821596244,2.466525821596244,0.0
17035,180.06,98,2,3.798,227,-8.136141778861974,No Response,0.0,Regular Price,3.798,3.798,0.0
15194,4811.16,3466,14,2.3162637362637364,4,-3.602239881512869,No Response,0.0,Regular Price,2.3162637362637364,2.3162637362637364,0.0
14347,82.6,48,1,2.733333333333333,372,0.2939055720734278,High Response,0.15,High Discount,2.733333333333333,2.323333333333333,0.41000000000000014
12934,181.65,31,1,41.67,372,-182.2512497017854,No Response,0.0,Regular Price,41.67,41.67,0.0
15291,9178.26,2914,26,5.443846153846154,9,-21.92444018491577,No Response,0.0,Regular Price,5.443846153846154,5.443846153846154,0.0
17209,595.7,723,3,2.644736842105264,285,-0.3314368302926498,No Response,0.0,Regular Price,2.644736842105264,2.644736842105264,0.0
15658,1399.37,449,4,4.939852941176471,8,-19.750761967847005,No Response,0.0,Regular Price,4.939852941176471,4.939852941176471,0.0
17314,2376.51,1767,9,2.8613600000000003,29,-6.6459480935332085,No Response,0.0,Regular Price,2.8613600000000003,2.8613600000000003,0.0
17155,640.76,745,5,1.6528301886792451,163,1.8773687292694736,High Response,0.15,High Discount,1.6528301886792451,1.4049056603773584,0.24792452830188672
15965,2119.26,953,10,2.582194092827004,3,-6.786966936775709,No Response,0.0,Regular Price,2.582194092827004,2.582194092827004,0.0
17322,922.59,631,5,2.0903389830508474,12,-4.775627496603828,No Response,0.0,Regular Price,2.0903389830508474,2.0903389830508474,0.0
16159,884.59,399,3,3.866052631578947,106,-11.800591235654526,No Response,0.0,Regular Price,3.866052631578947,3.866052631578947,0.0
14051,6784.01,2167,15,3.838524590163935,2,-16.2158065227931,No Response,0.0,Regular Price,3.838524590163935,3.838524590163935,0.0
13993,3309.35,1235,10,4.286785714285714,15,-15.893662130167328,No Response,0.0,Regular Price,4.286785714285714,4.286785714285714,0.0
17411,646.44,302,2,2.7623529411764705,22,-8.9789186256965,No Response,0.0,Regular Price,2.7623529411764705,2.7623529411764705,0.0
15768,14687.06,3971,31,5.133742591024555,112,-23.03374950655442,No Response,0.0,Regular Price,5.133742591024555,5.133742591024555,0.0
12835,5996.83,2349,41,3.5974471544715443,63,-1.9956031613501608,No Response,0.0,Regular Price,3.5974471544715443,3.5974471544715443,0.0
