CustomerID,TotalSpend,TotalQuantity,NumberOfTransactions,AverageOrderValue,AverageUnitPrice,RecencyDays,SpendSegment
12392,234.75000000000003,73,1,33.53571428571429,5.035714285714286,227,Low
12393,816.85,495,2,18.996511627906976,2.777906976744186,18,Medium
12395,2048.64,1615,4,20.904489795918366,2.965816326530612,7,High
12396,931.4300000000001,591,1,14.329692307692309,2.2993846153846156,310,Medium
12399,853.65,1020,3,16.738235294117647,1.9568627450980391,21,Medium
12400,205.25,91,1,18.65909090909091,2.9136363636363636,50,Low
12402,1031.3,490,5,17.47966101694915,3.307627118644068,28,Medium
12403,591.6600000000001,164,1,147.91500000000002,7.1325,157,Medium
12404,63.24,1,1,63.24,63.24,318,Low
12406,2975.06,1598,3,48.771475409836064,2.603606557377049,35,High
12408,1452.22,820,3,26.892962962962965,3.211666666666667,21,High
12409,12346.62,7592,4,79.65561290322582,2.998322580645161,56,High
12410,320.38,130,1,22.884285714285713,5.4192857142857145,138,Low
12411,346.9,138,1,15.768181818181818,3.3954545454545455,45,Low
12412,1370.05,1168,3,20.758333333333333,2.4328787878787876,38,High
12413,241.35,33,1,18.565384615384616,9.13076923076923,38,Low
12414,390.0,195,3,39.0,30.353999999999996,99,Low
12415,19543.84,14073,7,92.18792452830189,3.075566037735849,11,High
12416,202.56,132,1,18.414545454545454,1.5345454545454544,292,Low
12417,3148.31,1332,11,17.787062146892655,5.578700564971751,46,High
12418,1352.62,681,3,19.891470588235293,3.2358823529411764,49,High
12419,503.01,231,2,20.1204,5.0436000000000005,21,Medium
12421,291.56,168,2,14.578,5.3355,51,Low
12422,4428.24,2226,14,33.29503759398496,12.206165413533835,30,High
12423,763.08,454,2,19.077,3.14725,23,Medium
12424,1579.07,1285,2,25.468870967741935,1.9029032258064518,58,High
12425,964.21,651,1,17.53109090909091,2.2994545454545454,84,Medium
12426,762.48,326,1,16.222978723404257,3.31531914893617,298,Medium
12427,303.5,79,1,30.35,4.925,7,Low
12429,3735.51,1787,5,49.15144736842105,2.9568421052631577,1,High
12431,4370.52,1811,13,25.708941176470592,3.8692941176470588,9,High
12433,7205.39,6045,5,25.19367132867133,2.0148951048951047,2,High
12434,297.29,138,1,14.864500000000001,3.406,17,Low
12435,6096.04,2903,4,80.21105263157895,2.9001315789473683,32,High
12437,7731.99,5078,21,21.24173076923077,3.021648351648352,31,High
12439,1142.88,478,2,16.096901408450705,3.706478873239437,318,Medium
12440,859.2,331,2,26.85,5.448125,98,Medium
12441,173.55,121,1,15.77727272727273,3.700909090909091,2,Low
12443,485.31,182,1,23.11,5.87047619047619,368,Medium
12445,301.58000000000004,144,1,15.079000000000002,2.7670000000000003,56,Low
12449,768.6,729,2,76.86,2.693,46,Medium
12450,490.32,314,3,16.90758620689655,2.396206896551724,35,Medium
12451,3634.36,2784,3,23.148789808917197,2.273057324840764,99,High
12454,13151.44,6697,4,526.0576,11.5824,31,High
12455,3413.09,1213,4,24.913065693430656,4.402262773722628,81,High
12457,632.6800000000001,251,1,28.75818181818182,6.358181818181818,71,Medium
12458,830.09,480,2,18.045434782608698,3.6663043478260873,63,Medium
12459,454.36,258,1,19.754782608695653,4.148695652173913,241,Medium
12460,326.65,170,1,18.147222222222222,4.381111111111111,92,Low
12466,56.73,1,1,56.73,56.73,318,Low
12467,132.8,129,1,14.755555555555556,1.6177777777777778,59,Low
12468,2941.2,1835,3,26.260714285714283,2.5244642857142856,162,High
12469,3070.54,2552,2,40.40184210526316,2.999605263157895,158,High
12470,211.95,95,1,9.215217391304348,3.928260869565217,325,Low
12471,20129.54,8658,49,29.77742603550296,3.474659763313609,10,High
12472,11308.48,7202,13,19.77006993006993,2.3936713286713287,5,High
12474,5048.66,3107,13,17.652657342657342,3.0755594405594406,14,High
12475,426.26,236,1,17.0504,3.3136,45,Medium
12476,7267.49,3223,12,25.862953736654802,4.146192170818505,32,High
12477,7056.63,2466,3,26.72965909090909,3.955378787878788,35,High
12480,2183.2200000000003,1245,3,24.809318181818185,3.4334090909090906,35,High
12481,6765.07,3949,6,38.87971264367816,4.633333333333334,1,High
12482,23691.4,27042,29,116.1343137254902,9.930196078431372,212,High
12483,2612.2000000000003,1050,11,41.46349206349207,7.412698412698413,14,High
12484,1826.78,1079,6,14.27171875,2.92390625,119,High
12485,708.1,414,1,20.826470588235296,2.4105882352941173,165,Medium
12486,1037.28,523,1,21.168979591836734,4.103673469387755,67,Medium
12487,285.3,174,1,142.65,2.0,366,Low
12490,4405.71,2842,11,20.302811059907835,3.048341013824885,14,High
12492,452.0,252,1,20.545454545454547,3.1818181818181817,39,Medium
12494,626.77,281,3,18.43441176470588,4.4202941176470585,1,Medium
12495,357.4,130,1,21.023529411764706,5.705882352941177,276,Low
12496,45.34,30,2,4.534000000000001,1.927,256,Low
12497,5205.400000000001,4449,2,121.05581395348838,1.816046511627907,36,High
12499,393.72,302,1,14.582222222222223,2.3296296296296295,196,Low
12500,1697.39,699,8,19.96929411764706,4.068352941176471,71,High
12503,1126.0,561,1,563.0,115.8,220,Medium
12504,297.0,368,2,27.0,4.054545454545455,53,Low
12505,955.2,324,1,22.742857142857144,4.436904761904762,44,Medium
12507,539.25,362,1,19.258928571428573,3.539285714285714,220,Medium
12510,4195.45,1696,7,37.459375,15.979017857142859,95,High
12511,3084.02,1753,1,16.231684210526314,3.4306842105263162,64,High
12514,580.08,400,1,17.578181818181818,1.7969696969696969,277,Medium
12516,1336.56,1077,2,27.845,1.9652083333333332,66,High
12519,385.70000000000005,212,1,17.531818181818185,3.274090909090909,112,Low
12523,2562.58,1398,12,17.92013986013986,4.041118881118881,10,High
12524,6640.39,3479,9,69.17072916666667,3.486666666666667,24,High
12525,973.73,509,3,16.228833333333334,3.006,134,Medium
12527,386.8,292,2,27.62857142857143,2.1571428571428575,130,Low
12529,316.48,192,1,15.07047619047619,3.040952380952381,164,Low
12530,2096.98,1800,5,22.793260869565216,2.8434782608695657,51,High
12531,1807.98,1074,1,16.43618181818182,2.3713636363636366,322,High
12533,1367.89,704,2,18.998472222222222,3.3030555555555554,263,High
12537,732.94,449,1,17.04511627906977,2.9227906976744187,44,Medium
12538,276.5,145,1,21.26923076923077,4.128461538461538,14,Low
12539,5646.400000000001,2468,3,24.443290043290045,3.305108225108225,86,High
12540,8854.25,4334,16,30.21928327645051,3.9552901023890787,14,High
12542,481.88,522,2,12.355897435897436,2.465128205128205,120,Medium
12543,980.25,688,1,22.796511627906977,2.6132558139534883,84,Medium
12547,175.78,175,1,13.521538461538462,3.082307692307692,136,Low
12549,1575.68,1366,6,32.15673469387755,1.6487755102040815,211,High
12553,916.47,360,2,19.49936170212766,4.648085106382979,21,Medium
12554,468.5,240,1,18.01923076923077,3.8242307692307693,84,Medium
12555,129.23,1,1,129.23,129.23,318,Low
12557,6725.18,2398,4,269.0072,2.1692,7,High
12562,1185.18,548,2,30.38923076923077,3.5992307692307692,21,Medium
12563,249.24,113,1,19.172307692307694,3.921538461538461,44,Low
12567,4308.58,1781,7,22.324248704663212,4.186683937823834,3,High
12568,70.0,48,1,14.0,6.234,280,Low
12570,77.52,1,1,77.52,77.52,318,Low
12573,556.87,395,4,6.11945054945055,2.2493406593406595,17,Medium
12575,622.82,315,2,16.39,3.5702631578947375,93,Medium
12576,826.89,527,3,15.312777777777777,2.866296296296296,28,Medium
12577,990.5,722,5,6.516447368421052,1.8311842105263156,17,Medium
12578,1847.94,1184,2,31.861034482758622,3.0263793103448275,21,High
12580,637.2,331,1,18.741176470588236,2.606176470588235,212,Medium
12582,1469.04,685,2,18.136296296296297,3.481728395061728,58,High
12583,7166.06,3924,13,32.72173515981736,3.093972602739726,9,High
12586,1865.73,608,3,22.47867469879518,5.244819277108434,10,High
12588,743.88,385,3,20.663333333333334,6.514444444444444,35,Medium
12589,4048.98,1458,6,27.924,10.707793103448276,57,High
12591,886.1,425,2,21.097619047619048,4.775,26,Medium
12592,2145.06,1585,3,34.04857142857143,12.9815873015873,155,High
12594,1751.89,991,5,21.628271604938273,3.1276543209876544,14,High
12595,299.02,271,1,15.737894736842104,3.1905263157894734,140,Low
12598,1511.01,942,3,20.419054054054055,2.743513513513513,99,High
12599,1264.14,1233,6,17.804788732394368,2.5822535211267605,17,Medium
12600,2444.88,640,12,35.95411764705882,6.17,7,High
12601,104.2,45,1,17.366666666666667,8.158333333333333,40,Low
12605,1232.95,929,4,16.223026315789475,2.224078947368421,12,Medium
12606,21.0,1,1,21.0,21.0,318,Low
12608,415.79,323,1,25.986875,1.6275,40,Medium
12609,2309.01,905,6,20.078347826086958,4.169130434782609,10,High
12613,3472.9900000000002,2513,5,20.075086705202313,2.9778612716763004,24,High
12615,3449.79,1941,4,20.907818181818183,3.0444242424242423,49,High
12616,417.8,214,1,18.990909090909092,3.6795454545454547,24,Medium
12619,140.14,140,1,14.014,2.548,196,Low
12621,11086.14,6493,16,36.5879207920792,3.2315511551155116,1,High
12623,3442.7400000000002,1780,6,22.211225806451615,3.0063870967741937,52,High
12625,2481.06,1697,2,25.577938144329895,2.43,145,High
12629,1558.22,722,2,34.62711111111111,3.997777777777778,21,High
12631,2841.07,1371,5,18.69125,2.844868421052632,92,High
12632,804.88,694,2,22.99657142857143,2.2334285714285715,156,Medium
12633,3514.18,2076,3,17.142341463414635,2.9680975609756097,18,High
12634,490.0,337,2,24.5,7.777500000000001,171,Medium
12635,1241.23,777,2,15.913205128205128,2.795512820512821,28,Medium
12636,141.0,1,1,141.0,141.0,374,Low
12637,2280.91,1263,4,9.831508620689654,2.324956896551724,14,High
12638,249.8,86,1,27.755555555555556,6.888888888888889,275,Low
12639,826.27,430,2,19.673095238095236,4.237857142857143,70,Medium
12643,4960.18,2857,6,183.71037037037038,8.987407407407407,21,High
12644,1440.58,707,3,18.00725,3.629625,66,High
12645,1764.12,1041,4,20.277241379310343,2.6298850574712644,45,High
12647,14201.53,5447,27,33.10379953379954,4.737132867132867,3,High
12648,793.95,358,3,18.044318181818184,3.943636363636364,73,Medium
12649,1671.14,1373,5,19.208505747126438,2.720229885057471,18,High
12651,263.75,187,3,12.55952380952381,1.9523809523809523,14,Low
12652,97.05000000000001,31,1,32.35,5.0,70,Low
12653,1950.98,762,1,45.37162790697675,2.9111627906976745,162,High
12655,261.35,80,1,16.334375,5.490625,59,Low
12656,2356.66,1137,3,19.476528925619835,3.303884297520661,61,High
12661,162.0,216,1,14.727272727272727,0.8772727272727273,72,Low
12662,3138.2400000000002,1523,10,17.830909090909092,3.559090909090909,9,High
12663,239.4,181,2,23.94,5.84,260,Low
12664,1188.16,292,2,148.52,12.7225,150,Medium
12665,250.6,128,2,17.9,4.510714285714285,53,Low
12666,1248.42,370,1,40.27161290322581,3.846774193548387,30,Medium
12668,7575.88,3415,6,20.202346666666667,3.49808,14,High
12670,764.24,230,2,33.22782608695652,5.530869565217392,21,Medium
12671,2622.481,1460,1,58.27735555555556,2.7264666666666666,242,High
12672,211.15,60,1,17.595833333333335,5.141666666666667,231,Low
12673,619.5,349,1,19.359375,3.0109375,37,Medium
12675,957.25,336,2,8.546875,3.8019642857142855,189,Medium
12676,1511.7,1197,5,24.38225806451613,3.9393548387096775,44,High
12677,395.1,176,2,18.814285714285717,4.0547619047619055,191,Low
12678,16652.72,11449,9,78.92284360189574,3.433364928909953,11,High
12681,17080.74,10060,24,20.65385731559855,2.8506045949214025,3,High
12682,11745.69,5443,23,22.851536964980546,3.4336575875486384,1,High
12683,4220.21,2696,8,21.42238578680203,2.9263959390862944,1,High
12686,89.14,107,1,12.734285714285715,3.2585714285714285,7,Low
12687,2138.91,1403,2,16.97547619047619,4.4835714285714285,116,High
12691,134.6,51,1,19.228571428571428,5.364285714285714,56,Low
12692,110.95,36,1,8.534615384615385,3.123076923076923,273,Low
12693,847.11,281,3,21.17775,4.71,32,Medium
12694,973.68,846,1,21.16695652173913,2.1069565217391304,57,Medium
12695,825.02,234,3,25.781875,5.8909375,164,Medium
12696,851.91,564,2,17.38591836734694,3.293673469387755,70,Medium
12698,339.75,111,1,21.234375,5.1,226,Low
12699,638.11,373,1,15.563658536585367,3.111219512195122,53,Medium
12701,1648.7,1049,4,17.53936170212766,2.916914893617021,165,High
12703,722.98,431,3,13.641132075471699,3.031509433962264,269,Medium
12705,4893.81,3191,5,18.467207547169814,2.3078490566037737,19,High
12708,2601.19,1214,9,17.00124183006536,3.885228758169935,4,High
12709,21107.94,9999,20,72.786,4.1272413793103455,2,High
12711,1339.05,770,2,22.3175,2.579333333333333,247,High
12712,2797.53,1287,10,19.563146853146854,4.333216783216783,1,High
12714,9384.85,5705,7,21.47562929061785,2.671395881006865,24,High
12717,277.93,94,1,17.370625,5.961875,226,Low
12720,2478.94,1645,6,15.99316129032258,2.769741935483871,5,High
12721,1356.95,696,2,17.39679487179487,4.053589743589744,21,High
12724,1286.11,934,3,16.9225,2.890263157894737,19,High
12725,2266.76,1142,4,21.384528301886796,5.955943396226416,7,High
12726,1405.5,1475,4,25.554545454545455,2.3640000000000003,23,High
12727,1698.8300000000002,734,3,26.544218750000002,3.423125,78,High
12728,233.84,124,1,15.589333333333334,3.9679999999999995,19,Low
12730,829.25,234,1,17.643617021276597,4.915957446808511,157,Medium
12731,6879.8,3204,5,57.813445378151265,3.4414285714285713,78,High
12733,2040.92,759,3,15.117925925925926,3.424888888888889,25,High
12734,529.25,177,2,35.28333333333333,4.543333333333334,10,Medium
12737,3710.5,2,2,1855.25,1855.25,134,High
12738,155.35,148,1,14.122727272727273,3.95,8,Low
12739,1713.69,465,2,33.60176470588235,11.266666666666667,21,High
12741,406.07,214,2,25.379375,12.220625,165,Medium
12742,1201.52,1359,1,17.933134328358207,1.7086567164179105,261,Medium
12744,4037.77,1753,4,34.5108547008547,3.1838461538461535,95,High
12745,925.41,468,3,40.235217391304346,11.71913043478261,122,Medium
12746,254.55,97,1,14.973529411764707,3.476470588235294,176,Low
12747,5061.03,1473,16,33.07862745098039,4.339607843137255,5,High
12748,22457.9,13109,144,8.873133148952984,3.6018806795732914,1,High
12749,2806.48,889,4,20.1905035971223,6.165035971223021,35,High
12751,268.27,189,1,4.326935483870967,1.834032258064516,80,Low
12755,5218.71,2290,10,86.9785,1.9468333333333334,1,High
12758,7111.650000000001,4020,5,32.924305555555556,2.5043981481481485,95,High
12759,3489.3,2300,5,16.856521739130436,2.7155072463768115,22,High
12760,347.8,198,1,16.561904761904763,2.979047619047619,91,Low
12761,782.95,281,2,28.99814814814815,4.394444444444445,93,Medium
12763,320.08,196,1,20.005,1.811875,5,Low
12765,1404.58,1009,6,20.65558823529412,2.6519117647058823,108,High
12766,3078.65,1800,3,21.232068965517243,2.8139999999999996,2,High
12767,949.82,598,1,22.088837209302326,2.0948837209302327,11,Medium
12768,168.69,102,1,16.869,3.008,86,Low
12770,1895.0,1100,1,118.4375,2.733125,92,High
12771,282.3,104,1,18.82,5.656666666666666,121,Low
12773,124.25,109,1,20.708333333333332,2.018333333333333,200,Low
12774,98.7,53,1,16.45,3.966666666666667,171,Low
12775,300.08000000000004,206,2,20.005333333333336,3.4566666666666666,24,Low
12776,55.5,46,1,13.875,7.53,303,Low
12777,519.45,458,1,19.978846153846156,3.200384615384615,93,Medium
12778,953.4499999999999,910,3,14.897656249999999,2.6121875,32,Medium
12779,2740.91,1617,7,21.413359375,2.577890625,7,High
12780,337.4,285,1,16.869999999999997,3.037,234,Low
12782,2287.32,931,6,18.446129032258067,4.066774193548388,10,High
12784,1230.33,582,1,17.087916666666665,3.6544444444444446,165,Medium
12785,788.45,322,2,18.77261904761905,5.525,171,Medium
12786,728.5000000000001,324,1,40.47222222222223,3.1,245,Medium
12787,398.52,249,1,16.605,2.422083333333333,49,Low
12788,444.90000000000003,194,4,17.111538461538462,4.119230769230769,99,Medium
12789,181.5,32,2,45.375,10.725,148,Low
12790,266.93,140,1,16.683125,5.2143749999999995,46,Low
12791,863.51,353,6,30.839642857142856,9.510714285714286,9,Medium
12792,426.47,177,1,19.385,4.581363636363636,170,Medium
12793,471.85,231,2,17.475925925925928,4.1499999999999995,7,Medium
12796,381.0,182,1,54.42857142857143,3.814285714285714,264,Low
12797,552.08,215,2,18.40266666666667,5.305666666666666,1,Medium
12798,1533.89,3199,1,61.3556,0.8536,57,High
12799,219.35,137,1,14.623333333333333,2.8366666666666664,165,Low
12800,584.25,284,3,17.183823529411764,3.837058823529412,106,Medium
12801,1071.82,505,1,21.4364,4.5974,136,Medium
12802,1988.84,1658,6,17.600353982300884,2.6453097345132743,78,High
12803,1092.81,872,1,19.869272727272726,1.8143636363636364,29,Medium
12804,325.37,270,2,4.929848484848485,2.022878787878788,101,Low
12805,1434.95,593,4,24.74051724137931,3.6508620689655173,17,High
12806,2878.96,2087,4,42.96955223880597,6.652985074626866,71,High
12807,330.35,145,1,20.646875,6.4875,19,Low
12808,422.45,187,3,16.248076923076923,3.6096153846153842,4,Medium
12809,1266.63,298,2,22.618392857142858,7.442678571428571,201,Medium
12810,534.99,389,2,16.7184375,1.9415625,170,Medium
12811,519.0500000000001,205,2,20.762000000000004,4.64,14,Medium
12813,1687.8,1141,3,37.50666666666667,2.3455555555555554,137,High
12817,524.94,166,2,24.997142857142858,6.78047619047619,35,Medium
12819,540.52,344,1,28.448421052631577,3.3342105263157897,94,Medium
12820,1747.18,1242,7,17.4718,2.8364,33,High
12821,128.08,92,1,18.29714285714286,2.327142857142857,247,Low
12823,4742.0,700,13,364.7692307692308,6.619230769230769,30,High
12825,518.63,139,2,21.609583333333333,6.155833333333334,157,Medium
12826,1481.03,937,6,19.747066666666665,2.1054666666666666,1,High
12829,92.3,174,1,11.5375,4.391249999999999,186,Low
12831,236.06,168,2,18.158461538461538,2.666923076923077,99,Low
12835,5996.83,2349,41,9.750943089430894,3.5974471544715443,63,High
12836,3949.37,1169,11,16.664008438818566,4.7457805907173,25,High
12837,528.5600000000001,170,1,6.954736842105264,3.7292105263157898,205,Medium
12838,2694.75,1479,9,9.134745762711864,2.4155593220338982,9,High
12839,4480.31,3042,13,17.100419847328247,2.3444274809160306,3,High
12840,1315.2,747,3,20.876190476190477,2.3342857142857145,73,High
12841,3472.61,2609,17,12.53649819494585,2.4609747292418773,5,High
12842,799.0,340,2,57.07142857142857,2.4714285714285715,40,Medium
12843,4881.1,2247,22,42.07844827586207,4.808448275862069,18,High
12844,322.64,98,2,6.3262745098039215,4.004117647058823,78,Low
12846,15.58,1,1,15.58,15.58,318,Low
12847,765.36,624,1,21.867428571428572,1.2762857142857142,23,Medium
12848,208.0,58,1,13.0,3.971875,311,Low
12849,2032.18,1258,4,21.168541666666666,3.931770833333333,17,High
12850,330.0,200,1,165.0,1.65,81,Low
12851,148.95,51,1,4.965,3.316666666666667,113,Low
12853,1950.4,868,5,27.862857142857145,3.725,63,High
12854,1654.72,1004,4,10.886315789473684,3.055263157894737,197,High
12855,612.84,240,4,9.146865671641791,5.414179104477612,8,Medium
12857,2581.6,1077,4,34.42133333333333,3.338,72,High
12858,147.27,51,1,3.9802702702702706,3.282972972972973,19,Low
12859,575.1,292,1,27.385714285714286,2.7261904761904763,94,Medium
12860,54.22,26,1,3.38875,2.6325,329,Low
12861,68.25,27,1,17.0625,6.0,255,Low
12862,984.62,611,2,7.51618320610687,2.926564885496183,61,Medium
12863,2271.35,707,5,52.82209302325581,4.142325581395349,15,High
12864,152.45,231,1,38.1125,0.69,144,Low
12865,1755.24,1048,2,17.5524,3.0066,14,High
12866,668.23,382,2,18.06027027027027,3.1924324324324327,110,Medium
12867,3819.92,3592,6,7.402945736434108,1.4178875968992248,33,High
12868,640.0,354,3,16.41025641025641,2.7948717948717947,9,Medium
12869,337.66999999999996,144,1,9.126216216216216,2.576216216216216,317,Low
12870,1676.95,906,3,18.031720430107526,4.554193548387097,11,High
12871,363.38,284,1,51.91142857142857,3.9057142857142857,75,Low
12872,3062.52,1526,11,8.367540983606558,2.6309289617486336,1,High
12873,1653.3,658,2,53.332258064516125,3.3606451612903228,33,High
12874,948.42,623,2,19.75875,3.0775,21,Medium
12875,1013.7600000000001,3168,3,168.96,0.445,107,Medium
12876,1863.77,1106,2,21.92670588235294,2.785058823529412,30,High
12877,1406.3700000000001,1059,8,11.719750000000001,2.0900000000000003,37,High
12880,640.13,279,2,17.781388888888888,4.122777777777778,17,Medium
12887,222.4,100,1,17.107692307692307,4.742307692307692,19,Low
12889,385.46000000000004,124,4,15.418400000000002,5.0931999999999995,17,Low
12890,329.3,201,1,5.880357142857143,2.1248214285714284,23,Low
12891,509.5,1375,8,63.6875,0.39,94,Medium
12892,263.38,140,1,14.632222222222222,3.31,32,Low
12894,157.35,33,1,7.492857142857143,5.633333333333333,211,Low
12897,297.75,139,2,29.775,4.205,17,Low
12898,296.21,235,2,10.97074074074074,2.374814814814815,99,Low
12899,366.4,108,1,21.552941176470586,5.067647058823529,49,Low
12900,340.33000000000004,139,1,26.179230769230774,3.6169230769230767,58,Low
12903,833.5300000000001,493,1,20.330000000000002,2.2826829268292683,64,Medium
12905,1018.42,532,2,18.85962962962963,3.6487037037037036,212,Medium
12907,508.91,177,2,20.3564,5.2084,31,Medium
12908,1026.0,1800,3,342.0,0.57,16,Medium
12909,924.52,668,3,13.798805970149253,2.517910447761194,60,Medium
12910,2721.48,1940,5,43.89483870967742,1.7306451612903226,15,High
12911,1651.72,807,1,6.998813559322034,3.1703389830508475,187,High
12913,4217.23,1813,9,91.67891304347825,3.285,4,High
12914,223.98,336,1,24.886666666666667,1.1444444444444444,36,Low
12915,811.1,359,3,15.903921568627451,5.038627450980392,8,Medium
12916,1534.78,598,3,22.243188405797103,4.838260869565218,78,High
12917,3765.2,984,5,78.44166666666666,3.6187500000000004,36,High
12918,10953.5,1,1,10953.5,10953.5,262,High
12920,323.86,292,3,10.120625,2.421875,207,Low
12921,19333.95,12182,39,23.751781326781327,2.2496191646191646,2,High
12923,597.6,162,2,18.675,4.1734375,26,Medium
12924,1535.7,942,8,34.90227272727273,2.069318181818182,29,High
12925,35.28,108,1,7.056,0.378,228,Low
12926,1523.97,754,4,5.816679389312977,2.5360305343511453,47,High
12927,197.31,145,1,17.937272727272727,2.830909090909091,30,Low
12928,2242.19,1427,7,23.602,1.9147368421052633,14,High
12931,50291.38,34902,42,369.7895588235294,2.13,16,High
12932,1698.56,1609,8,17.87957894736842,2.076105263157895,175,High
12933,1029.1,450,5,5.6234972677595625,3.3950273224043714,16,Medium
12934,181.65,31,1,90.825,41.67,372,Low
12935,2083.16,1348,8,16.66528,3.1868000000000003,11,High
12937,1593.34,976,5,16.426185567010307,2.346185567010309,99,High
12939,13683.0,5452,12,350.84615384615387,2.831538461538462,15,High
12941,377.49,381,1,13.981111111111112,1.6459259259259258,360,Low
12942,258.75,69,1,16.171875,5.471875,1,Low
12943,496.5,222,2,19.86,5.11,194,Medium
12945,437.16,281,1,15.612857142857143,2.6992857142857143,292,Medium
12946,324.45,149,1,16.2225,3.3175,72,Low
12947,304.04,184,1,17.884705882352943,2.9605882352941175,9,Low
12948,252.48,224,2,28.05333333333333,1.6422222222222222,366,Low
12949,11359.48,5852,14,22.71896,3.19612,18,High
12951,2149.65,1159,9,16.409541984732826,2.790839694656489,22,High
12953,498.96,280,1,16.09548387096774,4.2051612903225815,158,Medium
12954,162.45,83,1,16.244999999999997,3.115,274,Low
12956,413.82,306,3,17.992173913043477,1.838695652173913,320,Medium
12957,4689.43,2137,5,18.60884920634921,3.8642857142857143,177,High
12958,467.34,118,2,9.537551020408163,4.318163265306122,36,Medium
12959,150.95,109,1,18.86875,3.8,120,Low
12960,1322.0700000000002,1379,4,18.886714285714287,2.0588571428571427,49,High
12961,211.99,180,1,5.29975,1.62625,15,Low
12963,1744.96,928,5,18.368000000000002,3.3046315789473684,1,High
12964,132.24,56,1,5.086153846153847,3.621923076923077,73,Low
12967,2646.02,834,2,43.377377049180325,4.851803278688524,7,High
12969,122.45,55,1,24.490000000000002,4.59,238,Low
12970,1048.13,686,6,4.852453703703704,2.2030555555555558,16,Medium
12971,4782.88,5298,33,39.85733333333334,2.8459999999999996,2,High
12972,1161.2,844,4,15.08051948051948,3.2216883116883115,49,Medium
12973,385.55,31,1,64.25833333333334,28.375,49,Low
12974,264.15,80,1,11.00625,4.665,201,Low
12975,2100.09,911,6,18.750803571428573,4.553214285714286,72,High
12976,2417.78,2123,7,18.31651515151515,1.5421969696969697,14,High
12977,474.64,116,3,9.686530612244898,6.1544897959183675,137,Medium
12978,2502.82,1394,5,15.35472392638037,2.5976073619631905,21,High
12979,517.7,520,1,9.244642857142859,2.350892857142857,365,Medium
12980,8870.880000000001,1024,12,277.21500000000003,14.584687500000001,22,High
12982,2354.27,1441,7,15.695133333333333,3.0938,30,High
12983,490.08,638,1,16.336,1.0796666666666668,234,Medium
12986,2729.84,1164,10,26.763137254901963,3.8796078431372547,64,High
12987,753.51,366,3,19.82921052631579,4.07578947368421,56,Medium
12989,6627.64,3992,18,200.83757575757576,2.9887878787878788,60,High
12990,546.0,280,4,39.0,1.95,53,Medium
12991,261.06,78,1,18.647142857142857,7.892142857142858,25,Low
12992,93.35,21,1,15.558333333333332,4.55,361,Low
12993,844.87,511,4,17.242244897959182,2.414081632653061,81,Medium
12996,355.5,122,1,16.15909090909091,5.7318181818181815,11,Low
12997,884.02,522,4,18.417083333333334,2.5425,30,Medium
12998,920.08,1124,3,15.86344827586207,1.5932758620689655,128,Medium
13000,497.65,169,1,16.05322580645161,4.106451612903226,361,Medium
13001,14256.68,7958,20,21.02755162241888,2.5141150442477875,40,High
13002,293.18,128,2,18.32375,3.2825,52,Low
